"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO1922","DosdRvsM512_30h","0.4",0.0415,2054625,2055389,765,"-"
"SCO1922","DosdRvsM512_42h","0.6",0.0415,2054625,2055389,765,"-"
"SCO1922","DosdRvsM512_36h","1.09",0.0415,2054625,2055389,765,"-"
"SCO1922","DosdRvsM512_54h","0.39",0.0415,2054625,2055389,765,"-"
"SCO1923","DosdRvsM512_24h","0.7",0.0087,2055397,2055714,318,"-"
"SCO1923","DosdRvsM512_30h","0.35",0.0087,2055397,2055714,318,"-"
"SCO1923","DosdRvsM512_42h","0.5",0.0087,2055397,2055714,318,"-"
"SCO1923","DosdRvsM512_36h","0.94",0.0087,2055397,2055714,318,"-"
"SCO1923","DosdRvsM512_54h","0.32",0.0087,2055397,2055714,318,"-"
"SCO1925","DosdRvsM512_24h","0.52",0.0737,2056956,2058377,1422,"-"
"SCO1925","DosdRvsM512_30h","0.52",0.0737,2056956,2058377,1422,"-"
"SCO1925","DosdRvsM512_42h","0.69",0.0737,2056956,2058377,1422,"-"
"SCO1925","DosdRvsM512_36h","0.8",0.0737,2056956,2058377,1422,"-"
"SCO1925","DosdRvsM512_54h","0.5",0.0737,2056956,2058377,1422,"-"
"SCO1926","DosdRvsM512_24h","0.49",0.0243,2058374,2059132,759,"-"
"SCO1926","DosdRvsM512_30h","0.48",0.0243,2058374,2059132,759,"-"
"SCO1926","DosdRvsM512_42h","0.76",0.0243,2058374,2059132,759,"-"
"SCO1926","DosdRvsM512_36h","0.59",0.0243,2058374,2059132,759,"-"
"SCO1926","DosdRvsM512_54h","0.45",0.0243,2058374,2059132,759,"-"
"SCO1934","DosdRvsM512_24h","0.43",0.4238,2065389,2066411,1023,"-"
"SCO1934","DosdRvsM512_30h","0.84",0.4238,2065389,2066411,1023,"-"
"SCO1934","DosdRvsM512_42h","0.79",0.4238,2065389,2066411,1023,"-"
"SCO1934","DosdRvsM512_36h","0.8",0.4238,2065389,2066411,1023,"-"
"SCO1934","DosdRvsM512_54h","0.82",0.4238,2065389,2066411,1023,"-"
"SCO1943","DosdRvsM512_24h","0.52",0.0213,2077084,2077419,336,"-"
"SCO1943","DosdRvsM512_30h","0.47",0.0213,2077084,2077419,336,"-"
"SCO1943","DosdRvsM512_42h","0.54",0.0213,2077084,2077419,336,"-"
"SCO1943","DosdRvsM512_36h","0.76",0.0213,2077084,2077419,336,"-"
"SCO1943","DosdRvsM512_54h","0.53",0.0213,2077084,2077419,336,"-"
"SCO1955","DosdRvsM512_24h","0.44",1.2242,2091177,2091602,426,"-"
"SCO1955","DosdRvsM512_30h","1.14",1.2242,2091177,2091602,426,"-"
"SCO1955","DosdRvsM512_42h","1.45",1.2242,2091177,2091602,426,"-"
"SCO1955","DosdRvsM512_36h","1.32",1.2242,2091177,2091602,426,"-"
"SCO1955","DosdRvsM512_54h","2",1.2242,2091177,2091602,426,"-"
"SCO1978","DosdRvsM512_24h","0.53",0.0033,2117630,2117905,276,"-"
"SCO1978","DosdRvsM512_30h","1.79",0.0033,2117630,2117905,276,"-"
"SCO1978","DosdRvsM512_42h","1.23",0.0033,2117630,2117905,276,"-"
"SCO1978","DosdRvsM512_36h","1.31",0.0033,2117630,2117905,276,"-"
"SCO1978","DosdRvsM512_54h","4.36",0.0033,2117630,2117905,276,"-"
"SCO1980","DosdRvsM512_24h","0.43",0.1317,2119050,2119763,714,"+"
"SCO1980","DosdRvsM512_30h","0.62",0.1317,2119050,2119763,714,"+"
"SCO1980","DosdRvsM512_42h","0.98",0.1317,2119050,2119763,714,"+"
"SCO1980","DosdRvsM512_36h","0.61",0.1317,2119050,2119763,714,"+"
"SCO1980","DosdRvsM512_54h","0.65",0.1317,2119050,2119763,714,"+"
"SCO1982","DosdRvsM512_24h","0.64",0.7197,2120213,2120395,183,"-"
"SCO1982","DosdRvsM512_30h","2.01",0.7197,2120213,2120395,183,"-"
"SCO1982","DosdRvsM512_42h","0.97",0.7197,2120213,2120395,183,"-"
"SCO1982","DosdRvsM512_36h","1.15",0.7197,2120213,2120395,183,"-"
"SCO1982","DosdRvsM512_54h","1.03",0.7197,2120213,2120395,183,"-"
"SCO2008","DosdRvsM512_24h","0.55",0.0045,2149264,2150520,1257,"+"
"SCO2008","DosdRvsM512_30h","0.37",0.0045,2149264,2150520,1257,"+"
"SCO2008","DosdRvsM512_42h","0.43",0.0045,2149264,2150520,1257,"+"
"SCO2008","DosdRvsM512_36h","0.83",0.0045,2149264,2150520,1257,"+"
"SCO2008","DosdRvsM512_54h","0.37",0.0045,2149264,2150520,1257,"+"
"SCO2009","DosdRvsM512_24h","0.63",0.1,2150635,2151567,933,"+"
"SCO2009","DosdRvsM512_30h","0.64",0.1,2150635,2151567,933,"+"
"SCO2009","DosdRvsM512_42h","0.48",0.1,2150635,2151567,933,"+"
"SCO2009","DosdRvsM512_36h","0.91",0.1,2150635,2151567,933,"+"
"SCO2009","DosdRvsM512_54h","0.67",0.1,2150635,2151567,933,"+"
"SCO2025","DosdRvsM512_24h","1.34",0.0496,2170384,2171847,1464,"-"
"SCO2025","DosdRvsM512_30h","2.19",0.0496,2170384,2171847,1464,"-"
"SCO2025","DosdRvsM512_42h","0.87",0.0496,2170384,2171847,1464,"-"
"SCO2025","DosdRvsM512_36h","1.51",0.0496,2170384,2171847,1464,"-"
"SCO2025","DosdRvsM512_54h","1.73",0.0496,2170384,2171847,1464,"-"
"SCO2026","DosdRvsM512_24h","1.17",0.0813,2171840,2176384,4545,"-"
"SCO2026","DosdRvsM512_30h","2.19",0.0813,2171840,2176384,4545,"-"
"SCO2026","DosdRvsM512_42h","0.73",0.0813,2171840,2176384,4545,"-"
"SCO2026","DosdRvsM512_36h","1.43",0.0813,2171840,2176384,4545,"-"
"SCO2026","DosdRvsM512_54h","1.63",0.0813,2171840,2176384,4545,"-"
"SCO2041","DosdRvsM512_24h","0.51",1.1979,2191109,2191360,252,"-"
"SCO2041","DosdRvsM512_30h","0.84",1.1979,2191109,2191360,252,"-"
"SCO2041","DosdRvsM512_42h","0.85",1.1979,2191109,2191360,252,"-"
"SCO2041","DosdRvsM512_36h","0.64",1.1979,2191109,2191360,252,"-"
"SCO2041","DosdRvsM512_54h","2.01",1.1979,2191109,2191360,252,"-"
"SCO2078","DosdRvsM512_24h","0.38",8e-04,2231834,2232118,285,"-"
"SCO2078","DosdRvsM512_30h","0.45",8e-04,2231834,2232118,285,"-"
"SCO2078","DosdRvsM512_42h","0.52",8e-04,2231834,2232118,285,"-"
"SCO2078","DosdRvsM512_36h","0.58",8e-04,2231834,2232118,285,"-"
"SCO2078","DosdRvsM512_54h","0.34",8e-04,2231834,2232118,285,"-"
"SCO2097","DosdRvsM512_24h","0.45",0.2366,2254850,2255257,408,"-"
"SCO2097","DosdRvsM512_30h","0.76",0.2366,2254850,2255257,408,"-"
"SCO2097","DosdRvsM512_42h","0.87",0.2366,2254850,2255257,408,"-"
"SCO2097","DosdRvsM512_36h","0.72",0.2366,2254850,2255257,408,"-"
"SCO2097","DosdRvsM512_54h","0.77",0.2366,2254850,2255257,408,"-"
"SCO2113","DosdRvsM512_24h","1.63",0.007,2271144,2271647,504,"+"
"SCO2113","DosdRvsM512_30h","1.41",0.007,2271144,2271647,504,"+"
"SCO2113","DosdRvsM512_42h","0.76",0.007,2271144,2271647,504,"+"
"SCO2113","DosdRvsM512_36h","3.31",0.007,2271144,2271647,504,"+"
"SCO2113","DosdRvsM512_54h","1.5",0.007,2271144,2271647,504,"+"
"SCO2141","DosdRvsM512_24h","0.45",0.9741,2301983,2302306,324,"+"
"SCO2141","DosdRvsM512_30h","0.77",0.9741,2301983,2302306,324,"+"
"SCO2141","DosdRvsM512_42h","1",0.9741,2301983,2302306,324,"+"
"SCO2141","DosdRvsM512_36h","1.15",0.9741,2301983,2302306,324,"+"
"SCO2141","DosdRvsM512_54h","1.44",0.9741,2301983,2302306,324,"+"
"SCO2153","DosdRvsM512_24h","0.83",0.0995,2314942,2316216,1275,"-"
"SCO2153","DosdRvsM512_30h","2.11",0.0995,2314942,2316216,1275,"-"
"SCO2153","DosdRvsM512_42h","1.21",0.0995,2314942,2316216,1275,"-"
"SCO2153","DosdRvsM512_36h","1.11",0.0995,2314942,2316216,1275,"-"
"SCO2153","DosdRvsM512_54h","1.8",0.0995,2314942,2316216,1275,"-"
"SCO2161","DosdRvsM512_24h","0.48",0.0083,2324368,2324724,357,"-"
"SCO2161","DosdRvsM512_30h","0.42",0.0083,2324368,2324724,357,"-"
"SCO2161","DosdRvsM512_42h","0.6",0.0083,2324368,2324724,357,"-"
"SCO2161","DosdRvsM512_36h","0.62",0.0083,2324368,2324724,357,"-"
"SCO2161","DosdRvsM512_54h","0.35",0.0083,2324368,2324724,357,"-"
"SCO2167","DosdRvsM512_24h","0.45",0.6207,2331727,2332011,285,"-"
"SCO2167","DosdRvsM512_30h","0.74",0.6207,2331727,2332011,285,"-"
"SCO2167","DosdRvsM512_42h","0.96",0.6207,2331727,2332011,285,"-"
"SCO2167","DosdRvsM512_36h","0.82",0.6207,2331727,2332011,285,"-"
"SCO2167","DosdRvsM512_54h","0.9",0.6207,2331727,2332011,285,"-"
"SCO2172","DosdRvsM512_24h","0.5",0.0322,2335755,2336003,249,"-"
"SCO2172","DosdRvsM512_30h","0.47",0.0322,2335755,2336003,249,"-"
"SCO2172","DosdRvsM512_42h","0.74",0.0322,2335755,2336003,249,"-"
"SCO2172","DosdRvsM512_36h","0.74",0.0322,2335755,2336003,249,"-"
"SCO2172","DosdRvsM512_54h","0.58",0.0322,2335755,2336003,249,"-"
"SCO2195","DosdRvsM512_24h","0.78",0.1804,2363105,2363320,216,"+"
"SCO2195","DosdRvsM512_30h","0.6",0.1804,2363105,2363320,216,"+"
"SCO2195","DosdRvsM512_42h","0.42",0.1804,2363105,2363320,216,"+"
"SCO2195","DosdRvsM512_36h","1.2",0.1804,2363105,2363320,216,"+"
"SCO2195","DosdRvsM512_54h","0.58",0.1804,2363105,2363320,216,"+"
"SCO2199","DosdRvsM512_24h","0.45",0.8615,2366476,2366745,270,"+"
"SCO2199","DosdRvsM512_30h","1.71",0.8615,2366476,2366745,270,"+"
"SCO2199","DosdRvsM512_42h","0.72",0.8615,2366476,2366745,270,"+"
"SCO2199","DosdRvsM512_36h","0.98",0.8615,2366476,2366745,270,"+"
"SCO2199","DosdRvsM512_54h","1.47",0.8615,2366476,2366745,270,"+"
"SCO2207","DosdRvsM512_24h","0.37",0.0069,2371976,2372671,696,"+"
"SCO2207","DosdRvsM512_30h","0.46",0.0069,2371976,2372671,696,"+"
"SCO2207","DosdRvsM512_42h","0.57",0.0069,2371976,2372671,696,"+"
"SCO2207","DosdRvsM512_36h","0.73",0.0069,2371976,2372671,696,"+"
"SCO2207","DosdRvsM512_54h","0.43",0.0069,2371976,2372671,696,"+"
"SCO2209","DosdRvsM512_24h","0.48",0.4695,2373658,2374182,525,"+"
"SCO2209","DosdRvsM512_30h","1.08",0.4695,2373658,2374182,525,"+"
"SCO2209","DosdRvsM512_42h","0.81",0.4695,2373658,2374182,525,"+"
"SCO2209","DosdRvsM512_36h","0.84",0.4695,2373658,2374182,525,"+"
"SCO2209","DosdRvsM512_54h","0.94",0.4695,2373658,2374182,525,"+"
"SCO2210","DosdRvsM512_24h","2.82",5e-04,2374319,2375350,1032,"+"
"SCO2210","DosdRvsM512_30h","1.5",5e-04,2374319,2375350,1032,"+"
"SCO2210","DosdRvsM512_42h","0.43",5e-04,2374319,2375350,1032,"+"
"SCO2210","DosdRvsM512_36h","3.55",5e-04,2374319,2375350,1032,"+"
"SCO2210","DosdRvsM512_54h","1.93",5e-04,2374319,2375350,1032,"+"
"SCO2211","DosdRvsM512_24h","2.51",9e-04,2375406,2376335,930,"+"
"SCO2211","DosdRvsM512_30h","1.38",9e-04,2375406,2376335,930,"+"
"SCO2211","DosdRvsM512_42h","0.83",9e-04,2375406,2376335,930,"+"
"SCO2211","DosdRvsM512_36h","2.88",9e-04,2375406,2376335,930,"+"
"SCO2211","DosdRvsM512_54h","1.68",9e-04,2375406,2376335,930,"+"
"SCO2212","DosdRvsM512_24h","0.36",0,2376423,2376545,123,"+"
"SCO2212","DosdRvsM512_30h","0.22",0,2376423,2376545,123,"+"
"SCO2212","DosdRvsM512_42h","0.41",0,2376423,2376545,123,"+"
"SCO2212","DosdRvsM512_36h","0.54",0,2376423,2376545,123,"+"
"SCO2212","DosdRvsM512_54h","0.28",0,2376423,2376545,123,"+"
"SCO2213","DosdRvsM512_24h","0.45",0.0193,2376676,2377257,582,"+"
"SCO2213","DosdRvsM512_30h","0.41",0.0193,2376676,2377257,582,"+"
"SCO2213","DosdRvsM512_42h","0.76",0.0193,2376676,2377257,582,"+"
"SCO2213","DosdRvsM512_36h","0.52",0.0193,2376676,2377257,582,"+"
"SCO2213","DosdRvsM512_54h","0.62",0.0193,2376676,2377257,582,"+"
"SCO2217","DosdRvsM512_24h","0.52",0,2380490,2381995,1506,"+"
"SCO2217","DosdRvsM512_30h","0.32",0,2380490,2381995,1506,"+"
"SCO2217","DosdRvsM512_42h","0.42",0,2380490,2381995,1506,"+"
"SCO2217","DosdRvsM512_36h","0.87",0,2380490,2381995,1506,"+"
"SCO2217","DosdRvsM512_54h","0.28",0,2380490,2381995,1506,"+"
"SCO2247","DosdRvsM512_24h","0.39",0.5545,2416129,2416314,186,"-"
"SCO2247","DosdRvsM512_30h","0.8",0.5545,2416129,2416314,186,"-"
"SCO2247","DosdRvsM512_42h","1.03",0.5545,2416129,2416314,186,"-"
"SCO2247","DosdRvsM512_36h","0.77",0.5545,2416129,2416314,186,"-"
"SCO2247","DosdRvsM512_54h","0.87",0.5545,2416129,2416314,186,"-"
"SCO2260","DosdRvsM512_24h","0.4",0.5184,2430388,2431185,798,"+"
"SCO2260","DosdRvsM512_30h","1.19",0.5184,2430388,2431185,798,"+"
"SCO2260","DosdRvsM512_42h","0.76",0.5184,2430388,2431185,798,"+"
"SCO2260","DosdRvsM512_36h","0.78",0.5184,2430388,2431185,798,"+"
"SCO2260","DosdRvsM512_54h","1.2",0.5184,2430388,2431185,798,"+"
"SCO2261","DosdRvsM512_24h","0.48",0.0119,2431192,2431449,258,"-"
"SCO2261","DosdRvsM512_30h","2.17",0.0119,2431192,2431449,258,"-"
"SCO2261","DosdRvsM512_42h","0.63",0.0119,2431192,2431449,258,"-"
"SCO2261","DosdRvsM512_36h","0.79",0.0119,2431192,2431449,258,"-"
"SCO2261","DosdRvsM512_54h","3.61",0.0119,2431192,2431449,258,"-"
"SCO2288","DosdRvsM512_24h","1.33",0.0054,2459004,2459330,327,"-"
"SCO2288","DosdRvsM512_30h","2.01",0.0054,2459004,2459330,327,"-"
"SCO2288","DosdRvsM512_42h","1.28",0.0054,2459004,2459330,327,"-"
"SCO2288","DosdRvsM512_36h","1.94",0.0054,2459004,2459330,327,"-"
"SCO2288","DosdRvsM512_54h","1.82",0.0054,2459004,2459330,327,"-"
"SCO2314","DosdRvsM512_24h","0.47",1.0254,2485458,2486327,870,"+"
"SCO2314","DosdRvsM512_30h","1.1",1.0254,2485458,2486327,870,"+"
"SCO2314","DosdRvsM512_42h","1.04",1.0254,2485458,2486327,870,"+"
"SCO2314","DosdRvsM512_36h","0.91",1.0254,2485458,2486327,870,"+"
"SCO2314","DosdRvsM512_54h","0.93",1.0254,2485458,2486327,870,"+"
"SCO2354","DosdRvsM512_24h","0.43",0.4699,2522814,2523149,336,"+"
"SCO2354","DosdRvsM512_30h","1.36",0.4699,2522814,2523149,336,"+"
"SCO2354","DosdRvsM512_42h","0.86",0.4699,2522814,2523149,336,"+"
"SCO2354","DosdRvsM512_36h","0.83",0.4699,2522814,2523149,336,"+"
"SCO2354","DosdRvsM512_54h","1.2",0.4699,2522814,2523149,336,"+"
"SCO2357","DosdRvsM512_24h","0.48",0.1167,2525802,2526020,219,"+"
"SCO2357","DosdRvsM512_30h","0.6",0.1167,2525802,2526020,219,"+"
"SCO2357","DosdRvsM512_42h","0.86",0.1167,2525802,2526020,219,"+"
"SCO2357","DosdRvsM512_36h","0.71",0.1167,2525802,2526020,219,"+"
"SCO2357","DosdRvsM512_54h","0.54",0.1167,2525802,2526020,219,"+"
"SCO2367","DosdRvsM512_24h","0.49",0.1191,2536613,2537188,576,"-"
"SCO2367","DosdRvsM512_30h","0.62",0.1191,2536613,2537188,576,"-"
"SCO2367","DosdRvsM512_42h","0.7",0.1191,2536613,2537188,576,"-"
"SCO2367","DosdRvsM512_36h","0.86",0.1191,2536613,2537188,576,"-"
"SCO2367","DosdRvsM512_54h","0.58",0.1191,2536613,2537188,576,"-"
"SCO2368","DosdRvsM512_24h","0.48",0.1381,2537340,2537915,576,"-"
"SCO2368","DosdRvsM512_30h","0.6",0.1381,2537340,2537915,576,"-"
"SCO2368","DosdRvsM512_42h","0.78",0.1381,2537340,2537915,576,"-"
"SCO2368","DosdRvsM512_36h","0.83",0.1381,2537340,2537915,576,"-"
"SCO2368","DosdRvsM512_54h","0.62",0.1381,2537340,2537915,576,"-"
"SCO2389","DosdRvsM512_24h","0.49",0.0665,2561443,2561691,249,"+"
"SCO2389","DosdRvsM512_30h","0.83",0.0665,2561443,2561691,249,"+"
"SCO2389","DosdRvsM512_42h","0.58",0.0665,2561443,2561691,249,"+"
"SCO2389","DosdRvsM512_36h","0.71",0.0665,2561443,2561691,249,"+"
"SCO2389","DosdRvsM512_54h","0.47",0.0665,2561443,2561691,249,"+"
"SCO2447","DosdRvsM512_24h","0.5",0.7015,2629512,2629973,462,"+"
"SCO2447","DosdRvsM512_30h","0.88",0.7015,2629512,2629973,462,"+"
"SCO2447","DosdRvsM512_42h","1.18",0.7015,2629512,2629973,462,"+"
"SCO2447","DosdRvsM512_36h","0.67",0.7015,2629512,2629973,462,"+"
"SCO2447","DosdRvsM512_54h","0.86",0.7015,2629512,2629973,462,"+"
"SCO2451","DosdRvsM512_24h","1.48",9e-04,2637014,2638096,1083,"+"
"SCO2451","DosdRvsM512_30h","2.7",9e-04,2637014,2638096,1083,"+"
"SCO2451","DosdRvsM512_42h","1.36",9e-04,2637014,2638096,1083,"+"
"SCO2451","DosdRvsM512_36h","1.78",9e-04,2637014,2638096,1083,"+"
"SCO2451","DosdRvsM512_54h","2.29",9e-04,2637014,2638096,1083,"+"
"SCO2478","DosdRvsM512_24h","3.11",0.0162,2669524,2670111,588,"-"
"SCO2478","DosdRvsM512_30h","1.22",0.0162,2669524,2670111,588,"-"
"SCO2478","DosdRvsM512_42h","1.29",0.0162,2669524,2670111,588,"-"
"SCO2478","DosdRvsM512_36h","1.95",0.0162,2669524,2670111,588,"-"
"SCO2478","DosdRvsM512_54h","1",0.0162,2669524,2670111,588,"-"
"SCO2486","DosdRvsM512_24h","2",0.0013,2676046,2677278,1233,"+"
"SCO2486","DosdRvsM512_30h","1.32",0.0013,2676046,2677278,1233,"+"
"SCO2486","DosdRvsM512_42h","0.66",0.0013,2676046,2677278,1233,"+"
"SCO2486","DosdRvsM512_36h","2.48",0.0013,2676046,2677278,1233,"+"
"SCO2486","DosdRvsM512_54h","1.71",0.0013,2676046,2677278,1233,"+"
"SCO2487","DosdRvsM512_24h","2.27",7e-04,2677278,2679893,2616,"+"
"SCO2487","DosdRvsM512_30h","1.07",7e-04,2677278,2679893,2616,"+"
"SCO2487","DosdRvsM512_42h","0.47",7e-04,2677278,2679893,2616,"+"
"SCO2487","DosdRvsM512_36h","3.64",7e-04,2677278,2679893,2616,"+"
"SCO2487","DosdRvsM512_54h","1.67",7e-04,2677278,2679893,2616,"+"
"SCO2488","DosdRvsM512_24h","1.63",3e-04,2679896,2680291,396,"+"
"SCO2488","DosdRvsM512_30h","2.18",3e-04,2679896,2680291,396,"+"
"SCO2488","DosdRvsM512_42h","0.67",3e-04,2679896,2680291,396,"+"
"SCO2488","DosdRvsM512_36h","3.25",3e-04,2679896,2680291,396,"+"
"SCO2488","DosdRvsM512_54h","2.45",3e-04,2679896,2680291,396,"+"
"SCO2489","DosdRvsM512_24h","1.36",0.0376,2680340,2680924,585,"+"
"SCO2489","DosdRvsM512_30h","0.76",0.0376,2680340,2680924,585,"+"
"SCO2489","DosdRvsM512_42h","0.63",0.0376,2680340,2680924,585,"+"
"SCO2489","DosdRvsM512_36h","2.31",0.0376,2680340,2680924,585,"+"
"SCO2489","DosdRvsM512_54h","1.08",0.0376,2680340,2680924,585,"+"
"SCO2504","DosdRvsM512_24h","0.56",0.0341,2702461,2703843,1383,"-"
"SCO2504","DosdRvsM512_30h","0.43",0.0341,2702461,2703843,1383,"-"
"SCO2504","DosdRvsM512_42h","0.74",0.0341,2702461,2703843,1383,"-"
"SCO2504","DosdRvsM512_36h","0.74",0.0341,2702461,2703843,1383,"-"
"SCO2504","DosdRvsM512_54h","0.45",0.0341,2702461,2703843,1383,"-"
"SCO2505","DosdRvsM512_24h","0.14",0,2704004,2704990,987,"+"
"SCO2505","DosdRvsM512_30h","0.13",0,2704004,2704990,987,"+"
"SCO2505","DosdRvsM512_42h","0.76",0,2704004,2704990,987,"+"
"SCO2505","DosdRvsM512_36h","0.12",0,2704004,2704990,987,"+"
"SCO2505","DosdRvsM512_54h","0.13",0,2704004,2704990,987,"+"
"SCO2506","DosdRvsM512_24h","0.22",3e-04,2705052,2705822,771,"+"
"SCO2506","DosdRvsM512_30h","0.25",3e-04,2705052,2705822,771,"+"
"SCO2506","DosdRvsM512_42h","0.78",3e-04,2705052,2705822,771,"+"
"SCO2506","DosdRvsM512_36h","0.3",3e-04,2705052,2705822,771,"+"
"SCO2506","DosdRvsM512_54h","0.24",3e-04,2705052,2705822,771,"+"
"SCO2507","DosdRvsM512_24h","0.32",0.0029,2705836,2706738,903,"+"
"SCO2507","DosdRvsM512_30h","0.29",0.0029,2705836,2706738,903,"+"
"SCO2507","DosdRvsM512_42h","0.92",0.0029,2705836,2706738,903,"+"
"SCO2507","DosdRvsM512_36h","0.33",0.0029,2705836,2706738,903,"+"
"SCO2507","DosdRvsM512_54h","0.27",0.0029,2705836,2706738,903,"+"
"SCO2512","DosdRvsM512_24h","0.62",0.0767,2709164,2709370,207,"-"
"SCO2512","DosdRvsM512_30h","0.53",0.0767,2709164,2709370,207,"-"
"SCO2512","DosdRvsM512_42h","1.07",0.0767,2709164,2709370,207,"-"
"SCO2512","DosdRvsM512_36h","0.53",0.0767,2709164,2709370,207,"-"
"SCO2512","DosdRvsM512_54h","0.41",0.0767,2709164,2709370,207,"-"
"SCO2513","DosdRvsM512_24h","0.4",0.0176,2709485,2710318,834,"+"
"SCO2513","DosdRvsM512_30h","0.34",0.0176,2709485,2710318,834,"+"
"SCO2513","DosdRvsM512_42h","0.93",0.0176,2709485,2710318,834,"+"
"SCO2513","DosdRvsM512_36h","0.51",0.0176,2709485,2710318,834,"+"
"SCO2513","DosdRvsM512_54h","0.44",0.0176,2709485,2710318,834,"+"
"SCO2514","DosdRvsM512_24h","0.51",0.0037,2710300,2710590,291,"+"
"SCO2514","DosdRvsM512_30h","0.22",0.0037,2710300,2710590,291,"+"
"SCO2514","DosdRvsM512_42h","0.8",0.0037,2710300,2710590,291,"+"
"SCO2514","DosdRvsM512_36h","0.5",0.0037,2710300,2710590,291,"+"
"SCO2514","DosdRvsM512_54h","0.31",0.0037,2710300,2710590,291,"+"
"SCO2550","DosdRvsM512_24h","0.46",0.7674,2750935,2751450,516,"-"
"SCO2550","DosdRvsM512_30h","1.03",0.7674,2750935,2751450,516,"-"
"SCO2550","DosdRvsM512_42h","0.94",0.7674,2750935,2751450,516,"-"
"SCO2550","DosdRvsM512_36h","0.89",0.7674,2750935,2751450,516,"-"
"SCO2550","DosdRvsM512_54h","0.96",0.7674,2750935,2751450,516,"-"
"SCO2554","DosdRvsM512_24h","0.5",0.3948,2753870,2755006,1137,"-"
"SCO2554","DosdRvsM512_30h","0.67",0.3948,2753870,2755006,1137,"-"
"SCO2554","DosdRvsM512_42h","0.87",0.3948,2753870,2755006,1137,"-"
"SCO2554","DosdRvsM512_36h","0.78",0.3948,2753870,2755006,1137,"-"
"SCO2554","DosdRvsM512_54h","0.76",0.3948,2753870,2755006,1137,"-"
"SCO2555","DosdRvsM512_24h","0.47",0.1445,2755007,2756023,1017,"-"
"SCO2555","DosdRvsM512_30h","0.7",0.1445,2755007,2756023,1017,"-"
"SCO2555","DosdRvsM512_42h","0.72",0.1445,2755007,2756023,1017,"-"
"SCO2555","DosdRvsM512_36h","0.67",0.1445,2755007,2756023,1017,"-"
"SCO2555","DosdRvsM512_54h","0.77",0.1445,2755007,2756023,1017,"-"
"SCO2573","DosdRvsM512_24h","0.44",0.0245,2780292,2781866,1575,"+"
"SCO2573","DosdRvsM512_30h","0.53",0.0245,2780292,2781866,1575,"+"
"SCO2573","DosdRvsM512_42h","0.68",0.0245,2780292,2781866,1575,"+"
"SCO2573","DosdRvsM512_36h","0.79",0.0245,2780292,2781866,1575,"+"
"SCO2573","DosdRvsM512_54h","0.53",0.0245,2780292,2781866,1575,"+"
"SCO2574","DosdRvsM512_24h","0.4",0.0017,2782151,2782384,234,"-"
"SCO2574","DosdRvsM512_30h","0.41",0.0017,2782151,2782384,234,"-"
"SCO2574","DosdRvsM512_42h","0.41",0.0017,2782151,2782384,234,"-"
"SCO2574","DosdRvsM512_36h","0.71",0.0017,2782151,2782384,234,"-"
"SCO2574","DosdRvsM512_54h","0.44",0.0017,2782151,2782384,234,"-"
"SCO2580","DosdRvsM512_24h","0.31",0.0192,2786722,2786889,168,"-"
"SCO2580","DosdRvsM512_30h","0.46",0.0192,2786722,2786889,168,"-"
"SCO2580","DosdRvsM512_42h","1",0.0192,2786722,2786889,168,"-"
"SCO2580","DosdRvsM512_36h","0.44",0.0192,2786722,2786889,168,"-"
"SCO2580","DosdRvsM512_54h","0.44",0.0192,2786722,2786889,168,"-"
"SCO2581","DosdRvsM512_24h","0.43",0.648,2786987,2787181,195,"-"
"SCO2581","DosdRvsM512_30h","0.74",0.648,2786987,2787181,195,"-"
"SCO2581","DosdRvsM512_42h","1.14",0.648,2786987,2787181,195,"-"
"SCO2581","DosdRvsM512_36h","0.92",0.648,2786987,2787181,195,"-"
"SCO2581","DosdRvsM512_54h","0.78",0.648,2786987,2787181,195,"-"
"SCO2591","DosdRvsM512_24h","0.43",0.0523,2803160,2804890,1731,"+"
"SCO2591","DosdRvsM512_30h","0.65",0.0523,2803160,2804890,1731,"+"
"SCO2591","DosdRvsM512_42h","0.84",0.0523,2803160,2804890,1731,"+"
"SCO2591","DosdRvsM512_36h","0.71",0.0523,2803160,2804890,1731,"+"
"SCO2591","DosdRvsM512_54h","0.58",0.0523,2803160,2804890,1731,"+"
"SCO2592","DosdRvsM512_24h","0.62",0.0443,2804967,2807795,2829,"-"
"SCO2592","DosdRvsM512_30h","0.49",0.0443,2804967,2807795,2829,"-"
"SCO2592","DosdRvsM512_42h","0.64",0.0443,2804967,2807795,2829,"-"
"SCO2592","DosdRvsM512_36h","0.76",0.0443,2804967,2807795,2829,"-"
"SCO2592","DosdRvsM512_54h","0.51",0.0443,2804967,2807795,2829,"-"
"SCO2597","DosdRvsM512_24h","0.59",0.0095,2812627,2812947,321,"-"
"SCO2597","DosdRvsM512_30h","0.46",0.0095,2812627,2812947,321,"-"
"SCO2597","DosdRvsM512_42h","0.56",0.0095,2812627,2812947,321,"-"
"SCO2597","DosdRvsM512_36h","0.85",0.0095,2812627,2812947,321,"-"
"SCO2597","DosdRvsM512_54h","0.36",0.0095,2812627,2812947,321,"-"
"SCO2629","DosdRvsM512_24h","0.55",0.3701,2856104,2856250,147,"+"
"SCO2629","DosdRvsM512_30h","1.13",0.3701,2856104,2856250,147,"+"
"SCO2629","DosdRvsM512_42h","3.47",0.3701,2856104,2856250,147,"+"
