"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO2114","MII72hvsMI12h",1.371,0,2271664,2271915,252,"-"
"SCO2978","MII24hvsMI12h",0.424,0,3242925,3244322,1398,"+"
"SCO2978","MII48hvsMI12h",1.799,0,3242925,3244322,1398,"+"
"SCO2978","MII72hvsMI12h",1.362,0,3242925,3244322,1398,"+"
"SCO5209","MII24hvsMI12h",0.655,0,5669080,5669691,612,"+"
"SCO5209","MII48hvsMI12h",1.343,0,5669080,5669691,612,"+"
"SCO5209","MII72hvsMI12h",1.361,0,5669080,5669691,612,"+"
"SCO7657","MII24hvsMI12h",3.058,0,8483781,8485538,1758,"+"
"SCO7657","MII48hvsMI12h",1.371,0,8483781,8485538,1758,"+"
"SCO7657","MII72hvsMI12h",1.357,0,8483781,8485538,1758,"+"
"SCO4679","MII24hvsMI12h",1.424,0,5109769,5109960,192,"+"
"SCO4679","MII48hvsMI12h",1.345,0,5109769,5109960,192,"+"
"SCO4679","MII72hvsMI12h",1.352,0,5109769,5109960,192,"+"
"SCO7127","MII24hvsMI12h",0.577,0,7919133,7919627,495,"-"
"SCO7127","MII48hvsMI12h",0.501,0,7919133,7919627,495,"-"
"SCO7127","MII72hvsMI12h",1.351,0,7919133,7919627,495,"-"
"SCO6637","MII24hvsMI12h",1.562,0,7369817,7370869,1053,"-"
"SCO6637","MII48hvsMI12h",1.733,0,7369817,7370869,1053,"-"
"SCO6637","MII72hvsMI12h",1.35,0,7369817,7370869,1053,"-"
"SCO2265","MII24hvsMI12h",0.806,0,2434607,2434885,279,"-"
"SCO2265","MII48hvsMI12h",1.062,0,2434607,2434885,279,"-"
"SCO2265","MII72hvsMI12h",1.349,0,2434607,2434885,279,"-"
"SCO0587","MII24hvsMI12h",1.164,0,628600,629058,459,"-"
"SCO0587","MII48hvsMI12h",1.497,0,628600,629058,459,"-"
"SCO0587","MII72hvsMI12h",1.347,0,628600,629058,459,"-"
"SCO4682","MII24hvsMI12h",0.884,0,5111657,5111866,210,"+"
"SCO4682","MII48hvsMI12h",0.85,0,5111657,5111866,210,"+"
"SCO4682","MII72hvsMI12h",1.346,0,5111657,5111866,210,"+"
"SCO6204","MII24hvsMI12h",1.436,0,6818863,6820326,1464,"-"
"SCO6204","MII48hvsMI12h",1.505,0,6818863,6820326,1464,"-"
"SCO6204","MII72hvsMI12h",1.338,0,6818863,6820326,1464,"-"
"SCO7471","MII24hvsMI12h",3.44,0,8284297,8285283,987,"+"
"SCO7471","MII48hvsMI12h",1.181,0,8284297,8285283,987,"+"
"SCO7471","MII72hvsMI12h",1.336,0,8284297,8285283,987,"+"
"SCO37154","MII24hvsMI12h",1.181,0,NA,NA,NA,NA
"SCO37154","MII48hvsMI12h",1.378,0,NA,NA,NA,NA
"SCO37154","MII72hvsMI12h",1.333,0,NA,NA,NA,NA
"SCO7227","MII24hvsMI12h",-1.021,0,8031982,8033013,1032,"+"
"SCO7227","MII48hvsMI12h",0.876,0,8031982,8033013,1032,"+"
"SCO7227","MII72hvsMI12h",1.331,0,8031982,8033013,1032,"+"
"SCO6390","MII24hvsMI12h",1.45,0,7056189,7057292,1104,"+"
"SCO6390","MII48hvsMI12h",0.751,0,7056189,7057292,1104,"+"
"SCO6390","MII72hvsMI12h",1.331,0,7056189,7057292,1104,"+"
"SCO3799","MII24hvsMI12h",0.932,0,4179065,4179535,471,"-"
"SCO3799","MII48hvsMI12h",1.41,0,4179065,4179535,471,"-"
"SCO3799","MII72hvsMI12h",1.329,0,4179065,4179535,471,"-"
"SCO1993","MII24hvsMI12h",1.948,0,2129838,2130524,687,"-"
"SCO1993","MII48hvsMI12h",1.027,0,2129838,2130524,687,"-"
"SCO1993","MII72hvsMI12h",1.321,0,2129838,2130524,687,"-"
"SCO2312","MII24hvsMI12h",0.708,0,2483562,2484278,717,"+"
"SCO2312","MII48hvsMI12h",0.805,0,2483562,2484278,717,"+"
"SCO2312","MII72hvsMI12h",1.321,0,2483562,2484278,717,"+"
"SCO4034","MII24hvsMI12h",0.791,0,4430684,4431640,957,"-"
"SCO4034","MII48hvsMI12h",1.465,0,4430684,4431640,957,"-"
"SCO4034","MII72hvsMI12h",1.314,0,4430684,4431640,957,"-"
"SCO2220","MII24hvsMI12h",0.642,0,2383230,2385161,1932,"+"
"SCO2220","MII48hvsMI12h",1.356,0,2383230,2385161,1932,"+"
"SCO2220","MII72hvsMI12h",1.311,0,2383230,2385161,1932,"+"
"SCO4632","MII24hvsMI12h",0.726,0,5055828,5058728,2901,"+"
"SCO4632","MII48hvsMI12h",1.564,0,5055828,5058728,2901,"+"
"SCO4632","MII72hvsMI12h",1.3,0,5055828,5058728,2901,"+"
"SCO5385","MII24hvsMI12h",0.82,0,5853124,5853972,849,"+"
"SCO5385","MII48hvsMI12h",1.625,0,5853124,5853972,849,"+"
"SCO5385","MII72hvsMI12h",1.293,0,5853124,5853972,849,"+"
"SCO6033","MII24hvsMI12h",1.5,0,6623033,6624127,1095,"+"
"SCO6033","MII48hvsMI12h",0.993,0,6623033,6624127,1095,"+"
"SCO6033","MII72hvsMI12h",1.292,0,6623033,6624127,1095,"+"
"SCO7338","MII24hvsMI12h",0.222,0,8151576,8153723,2148,"+"
"SCO7338","MII48hvsMI12h",0.805,0,8151576,8153723,2148,"+"
"SCO7338","MII72hvsMI12h",1.283,0,8151576,8153723,2148,"+"
"SCO5077","MII24hvsMI12h",1.124,0,5519497,5519892,396,"+"
"SCO5077","MII48hvsMI12h",1.315,0,5519497,5519892,396,"+"
"SCO5077","MII72hvsMI12h",1.279,0,5519497,5519892,396,"+"
"SCO2589","MII24hvsMI12h",0.808,0,2797141,2799372,2232,"+"
"SCO2589","MII48hvsMI12h",1.284,0,2797141,2799372,2232,"+"
"SCO2589","MII72hvsMI12h",1.277,0,2797141,2799372,2232,"+"
"SCO2867","MII24hvsMI12h",2.02,0,3123679,3123906,228,"+"
"SCO2867","MII48hvsMI12h",1.434,0,3123679,3123906,228,"+"
"SCO2867","MII72hvsMI12h",1.276,0,3123679,3123906,228,"+"
"SCO1100","MII24hvsMI12h",0.539,0,1158218,1158796,579,"+"
"SCO1100","MII48hvsMI12h",1.515,0,1158218,1158796,579,"+"
"SCO1100","MII72hvsMI12h",1.274,0,1158218,1158796,579,"+"
"SCO5629","MII24hvsMI12h",0.723,0,6128360,6131020,2661,"-"
"SCO5629","MII48hvsMI12h",1.522,0,6128360,6131020,2661,"-"
"SCO5629","MII72hvsMI12h",1.272,0,6128360,6131020,2661,"-"
"SCO4678","MII24hvsMI12h",0.792,0,5108924,5109772,849,"+"
"SCO4678","MII48hvsMI12h",0.981,0,5108924,5109772,849,"+"
"SCO4678","MII72hvsMI12h",1.272,0,5108924,5109772,849,"+"
"SCO2921","MII24hvsMI12h",1.307,0,3172118,3172417,300,"+"
"SCO2921","MII48hvsMI12h",1.278,0,3172118,3172417,300,"+"
"SCO2921","MII72hvsMI12h",1.263,0,3172118,3172417,300,"+"
"SCO4347","MII24hvsMI12h",1.904,0,4761245,4761673,429,"-"
"SCO4347","MII48hvsMI12h",2.063,0,4761245,4761673,429,"-"
"SCO4347","MII72hvsMI12h",1.258,0,4761245,4761673,429,"-"
"SCO1192","MII24hvsMI12h",1.692,0,1264780,1265148,369,"+"
"SCO1192","MII48hvsMI12h",1.385,0,1264780,1265148,369,"+"
"SCO1192","MII72hvsMI12h",1.255,0,1264780,1265148,369,"+"
"SCO3662","MII24hvsMI12h",2.228,0,4043330,4043665,336,"-"
"SCO3662","MII48hvsMI12h",1.696,0,4043330,4043665,336,"-"
"SCO3662","MII72hvsMI12h",1.254,0,4043330,4043665,336,"-"
"SCO1479","MII24hvsMI12h",1.496,0,1580881,1581474,594,"-"
"SCO1479","MII48hvsMI12h",1.198,0,1580881,1581474,594,"-"
"SCO1479","MII72hvsMI12h",1.254,0,1580881,1581474,594,"-"
"SCO1646","MII24hvsMI12h",0.57,0,1759899,1760117,219,"-"
"SCO1646","MII48hvsMI12h",0.998,0,1759899,1760117,219,"-"
"SCO1646","MII72hvsMI12h",1.254,0,1759899,1760117,219,"-"
"SCO6155","MII24hvsMI12h",0.86,0,6756908,6758650,1743,"+"
"SCO6155","MII48hvsMI12h",0.959,0,6756908,6758650,1743,"+"
"SCO6155","MII72hvsMI12h",1.252,0,6756908,6758650,1743,"+"
"SCO2461","MII24hvsMI12h",1.124,0,2647411,2647737,327,"+"
"SCO2461","MII48hvsMI12h",0.93,0,2647411,2647737,327,"+"
"SCO2461","MII72hvsMI12h",1.247,0,2647411,2647737,327,"+"
"SCO6949","MII24hvsMI12h",1.233,0,7712805,7713266,462,"-"
"SCO6949","MII48hvsMI12h",0.78,0,7712805,7713266,462,"-"
"SCO6949","MII72hvsMI12h",1.246,0,7712805,7713266,462,"-"
"SCO3620","MII24hvsMI12h",1.006,0,3998255,3999019,765,"+"
"SCO3620","MII48hvsMI12h",1.304,0,3998255,3999019,765,"+"
"SCO3620","MII72hvsMI12h",1.245,0,3998255,3999019,765,"+"
"SCO6416","MII24hvsMI12h",1.482,0,7083950,7084972,1023,"+"
"SCO6416","MII48hvsMI12h",1.295,0,7083950,7084972,1023,"+"
"SCO6416","MII72hvsMI12h",1.236,0,7083950,7084972,1023,"+"
"SCO0560","MII24hvsMI12h",2.015,0,601133,603355,2223,"-"
"SCO0560","MII48hvsMI12h",1.234,0,601133,603355,2223,"-"
"SCO0560","MII72hvsMI12h",1.235,0,601133,603355,2223,"-"
"SCO2290","MII24hvsMI12h",0.39,0,2460057,2460398,342,"+"
"SCO2290","MII48hvsMI12h",1.087,0,2460057,2460398,342,"+"
"SCO2290","MII72hvsMI12h",1.234,0,2460057,2460398,342,"+"
"SCO2963","MII24hvsMI12h",1.028,0,3222520,3224004,1485,"-"
"SCO2963","MII48hvsMI12h",1.401,0,3222520,3224004,1485,"-"
"SCO2963","MII72hvsMI12h",1.232,0,3222520,3224004,1485,"-"
"SCO5801","MII24hvsMI12h",0.852,0,6342563,6343258,696,"+"
"SCO5801","MII48hvsMI12h",1.76,0,6342563,6343258,696,"+"
"SCO5801","MII72hvsMI12h",1.229,0,6342563,6343258,696,"+"
"SCO7263","MII24hvsMI12h",0.517,0,8073282,8074172,891,"+"
"SCO7263","MII48hvsMI12h",1.618,0,8073282,8074172,891,"+"
"SCO7263","MII72hvsMI12h",1.229,0,8073282,8074172,891,"+"
"SCO4571","MII24hvsMI12h",-2.028,0,4990081,4990938,858,"+"
"SCO4571","MII48hvsMI12h",0.686,0,4990081,4990938,858,"+"
"SCO4571","MII72hvsMI12h",1.223,0,4990081,4990938,858,"+"
"SCO4902","MII24hvsMI12h",0.865,0,5335877,5336245,369,"+"
"SCO4902","MII48hvsMI12h",1.679,0,5335877,5336245,369,"+"
"SCO4902","MII72hvsMI12h",1.221,0,5335877,5336245,369,"+"
"SCO5447","MII24hvsMI12h",0.415,0,5927688,5929742,2055,"-"
"SCO5447","MII48hvsMI12h",3.094,0,5927688,5929742,2055,"-"
"SCO5447","MII72hvsMI12h",1.22,0,5927688,5929742,2055,"-"
"SCO0561","MII24hvsMI12h",2.347,0,603385,603840,456,"-"
"SCO0561","MII48hvsMI12h",1.484,0,603385,603840,456,"-"
"SCO0561","MII72hvsMI12h",1.213,0,603385,603840,456,"-"
"SCO3543","MII24hvsMI12h",0.337,0,3915027,3917885,2859,"-"
"SCO3543","MII48hvsMI12h",0.955,0,3915027,3917885,2859,"-"
"SCO3543","MII72hvsMI12h",1.21,0,3915027,3917885,2859,"-"
"SCO2253","MII24hvsMI12h",0.988,0,2419629,2420483,855,"-"
"SCO2253","MII48hvsMI12h",1.426,0,2419629,2420483,855,"-"
"SCO2253","MII72hvsMI12h",1.207,0,2419629,2420483,855,"-"
"SCO6414","MII24hvsMI12h",0.808,0,7081657,7082499,843,"+"
"SCO6414","MII48hvsMI12h",1.092,0,7081657,7082499,843,"+"
"SCO6414","MII72hvsMI12h",1.207,0,7081657,7082499,843,"+"
"SCO4978","MII24hvsMI12h",0.979,0,5415297,5416001,705,"-"
"SCO4978","MII48hvsMI12h",1.508,0,5415297,5416001,705,"-"
"SCO4978","MII72hvsMI12h",1.202,0,5415297,5416001,705,"-"
"SCO7575","MII24hvsMI12h",0.618,0,8398566,8399423,858,"-"
"SCO7575","MII48hvsMI12h",2.047,0,8398566,8399423,858,"-"
"SCO7575","MII72hvsMI12h",1.198,0,8398566,8399423,858,"-"
"SCO6208","MII24hvsMI12h",1.137,0,6822714,6823082,369,"+"
"SCO6208","MII48hvsMI12h",1.12,0,6822714,6823082,369,"+"
"SCO6208","MII72hvsMI12h",1.194,0,6822714,6823082,369,"+"
"SCO2526","MII24hvsMI12h",0.962,0,2724049,2724603,555,"+"
"SCO2526","MII48hvsMI12h",1.739,0,2724049,2724603,555,"+"
"SCO2526","MII72hvsMI12h",1.191,0,2724049,2724603,555,"+"
"SCO1529","MII24hvsMI12h",0.598,0,1634572,1636227,1656,"+"
"SCO1529","MII48hvsMI12h",0.821,0,1634572,1636227,1656,"+"
"SCO1529","MII72hvsMI12h",1.191,0,1634572,1636227,1656,"+"
"SCO5710","MII24hvsMI12h",0.575,0,6221737,6225837,4101,"+"
"SCO5710","MII48hvsMI12h",1.207,0,6221737,6225837,4101,"+"
"SCO5710","MII72hvsMI12h",1.187,0,6221737,6225837,4101,"+"
"SCO0305","MII24hvsMI12h",0.804,0,299213,302092,2880,"+"
"SCO0305","MII48hvsMI12h",1.613,0,299213,302092,2880,"+"
"SCO0305","MII72hvsMI12h",1.185,0,299213,302092,2880,"+"
"SCO2531","MII24hvsMI12h",0.584,0,2728980,2730326,1347,"+"
"SCO2531","MII48hvsMI12h",1.459,0,2728980,2730326,1347,"+"
"SCO2531","MII72hvsMI12h",1.185,0,2728980,2730326,1347,"+"
"SCO0733","MII24hvsMI12h",0.785,0,776203,776388,186,"-"
"SCO0733","MII48hvsMI12h",0.981,0,776203,776388,186,"-"
"SCO0733","MII72hvsMI12h",1.184,0,776203,776388,186,"-"
"SCO6476","MII24hvsMI12h",0.451,0,7166743,7167336,594,"+"
"SCO6476","MII48hvsMI12h",1.16,0,7166743,7167336,594,"+"
"SCO6476","MII72hvsMI12h",1.183,0,7166743,7167336,594,"+"
"SCO1600","MII24hvsMI12h",0.711,0,1711121,1711774,654,"-"
"SCO1600","MII48hvsMI12h",0.982,0,1711121,1711774,654,"-"
"SCO1600","MII72hvsMI12h",1.181,0,1711121,1711774,654,"-"
"SCO4241","MII24hvsMI12h",0.382,0,4646671,4648308,1638,"-"
"SCO4241","MII48hvsMI12h",1.247,0,4646671,4648308,1638,"-"
"SCO4241","MII72hvsMI12h",1.178,0,4646671,4648308,1638,"-"
"SCO2078","MII24hvsMI12h",1.283,0,2231834,2232118,285,"-"
"SCO2078","MII48hvsMI12h",1.128,0,2231834,2232118,285,"-"
"SCO2078","MII72hvsMI12h",1.177,0,2231834,2232118,285,"-"
"SCO1836","MII24hvsMI12h",0.483,0,1964896,1965378,483,"-"
"SCO1836","MII48hvsMI12h",0.676,0,1964896,1965378,483,"-"
"SCO1836","MII72hvsMI12h",1.175,0,1964896,1965378,483,"-"
"SCO2586","MII24hvsMI12h",0.272,0,2791720,2792250,531,"-"
"SCO2586","MII48hvsMI12h",1.515,0,2791720,2792250,531,"-"
"SCO2586","MII72hvsMI12h",1.173,0,2791720,2792250,531,"-"
"SCO2235","MII24hvsMI12h",0.61,0,2405942,2406205,264,"+"
"SCO2235","MII48hvsMI12h",0.895,0,2405942,2406205,264,"+"
"SCO2235","MII72hvsMI12h",1.172,0,2405942,2406205,264,"+"
"SCO6914","MII24hvsMI12h",1.385,0,7678455,7678745,291,"+"
"SCO6914","MII48hvsMI12h",1.284,0,7678455,7678745,291,"+"
"SCO6914","MII72hvsMI12h",1.167,0,7678455,7678745,291,"+"
"SCO0379","MII24hvsMI12h",2.503,0,393498,394961,1464,"+"
"SCO0379","MII48hvsMI12h",0.753,0,393498,394961,1464,"+"
"SCO0379","MII72hvsMI12h",1.165,0,393498,394961,1464,"+"
"SCO2962","MII24hvsMI12h",0.917,0,3220316,3222520,2205,"-"
"SCO2962","MII48hvsMI12h",1.397,0,3220316,3222520,2205,"-"
"SCO2962","MII72hvsMI12h",1.158,0,3220316,3222520,2205,"-"
"SCO1636","MII24hvsMI12h",0.588,0,1750078,1751160,1083,"-"
"SCO1636","MII48hvsMI12h",1.223,0,1750078,1751160,1083,"-"
"SCO1636","MII72hvsMI12h",1.157,0,1750078,1751160,1083,"-"
"SCO4701","MII24hvsMI12h",1.348,0,5127609,5127917,309,"+"
"SCO4701","MII48hvsMI12h",1,0,5127609,5127917,309,"+"
"SCO4701","MII72hvsMI12h",1.156,0,5127609,5127917,309,"+"
"SCO2010","MII24hvsMI12h",2.449,0,2151573,2153399,1827,"+"
"SCO2010","MII48hvsMI12h",2.171,0,2151573,2153399,1827,"+"
"SCO2010","MII72hvsMI12h",1.145,0,2151573,2153399,1827,"+"
"SCO6717","MII24hvsMI12h",0.957,0,7470692,7471678,987,"-"
"SCO6717","MII48hvsMI12h",1.529,0,7470692,7471678,987,"-"
"SCO6717","MII72hvsMI12h",1.145,0,7470692,7471678,987,"-"
"SCO6631","MII24hvsMI12h",1.76,0,7358814,7359689,876,"+"
"SCO6631","MII48hvsMI12h",1.445,0,7358814,7359689,876,"+"
"SCO6631","MII72hvsMI12h",1.14,0,7358814,7359689,876,"+"
"SCO7633","MII24hvsMI12h",0.724,0,8460911,8461840,930,"-"
"SCO7633","MII48hvsMI12h",0.984,0,8460911,8461840,930,"-"
"SCO7633","MII72hvsMI12h",1.14,0,8460911,8461840,930,"-"
"SCO1656","MII24hvsMI12h",0.283,0,1771994,1772695,702,"-"
"SCO1656","MII48hvsMI12h",0.81,0,1771994,1772695,702,"-"
"SCO1656","MII72hvsMI12h",1.139,0,1771994,1772695,702,"-"
"SCO5540","MII24hvsMI12h",0.804,0,6035419,6038754,3336,"-"
"SCO5540","MII48hvsMI12h",1.039,0,6035419,6038754,3336,"-"
"SCO5540","MII72hvsMI12h",1.137,0,6035419,6038754,3336,"-"
"SCO6762","MII24hvsMI12h",0.934,0,7518030,7519466,1437,"+"
"SCO6762","MII48hvsMI12h",1.102,0,7518030,7519466,1437,"+"
"SCO6762","MII72hvsMI12h",1.133,0,7518030,7519466,1437,"+"
"SCO4798","MII24hvsMI12h",1.425,0,5221209,5222906,1698,"-"
"SCO4798","MII48hvsMI12h",1.598,0,5221209,5222906,1698,"-"
"SCO4798","MII72hvsMI12h",1.131,0,5221209,5222906,1698,"-"
"SCO6415","MII24hvsMI12h",0.633,0,7082535,7083938,1404,"+"
"SCO6415","MII48hvsMI12h",0.936,0,7082535,7083938,1404,"+"
"SCO6415","MII72hvsMI12h",1.13,0,7082535,7083938,1404,"+"
"SCO6638","MII24hvsMI12h",1.448,0,7370866,7372683,1818,"-"
"SCO6638","MII48hvsMI12h",1.361,0,7370866,7372683,1818,"-"
"SCO6638","MII72hvsMI12h",1.126,0,7370866,7372683,1818,"-"
"SCO5047","MII24hvsMI12h",0.331,0,5487077,5488108,1032,"-"
"SCO5047","MII48hvsMI12h",1.332,0,5487077,5488108,1032,"-"
"SCO5047","MII72hvsMI12h",1.123,0,5487077,5488108,1032,"-"
"SCO1422","MII24hvsMI12h",0.643,0,1517861,1518445,585,"-"
"SCO1422","MII48hvsMI12h",0.841,0,1517861,1518445,585,"-"
"SCO1422","MII72hvsMI12h",1.12,0,1517861,1518445,585,"-"
"SCO3800","MII24hvsMI12h",-1.867,0,4179684,4181510,1827,"+"
"SCO3800","MII48hvsMI12h",1.373,0,4179684,4181510,1827,"+"
"SCO3800","MII72hvsMI12h",1.119,0,4179684,4181510,1827,"+"
"SCO5862","MII24hvsMI12h",1.008,0,6419308,6419961,654,"+"
"SCO5862","MII48hvsMI12h",0.706,0,6419308,6419961,654,"+"
"SCO5862","MII72hvsMI12h",1.113,0,6419308,6419961,654,"+"
"SCO6709","MII24hvsMI12h",0.358,0,7460584,7461609,1026,"+"
"SCO6709","MII48hvsMI12h",0.986,0,7460584,7461609,1026,"+"
"SCO6709","MII72hvsMI12h",1.112,0,7460584,7461609,1026,"+"
"SCO2006","MII24hvsMI12h",0.397,0,2147859,2148404,546,"+"
"SCO2006","MII48hvsMI12h",1.093,0,2147859,2148404,546,"+"
"SCO2006","MII72hvsMI12h",1.11,0,2147859,2148404,546,"+"
"SCO7329","MII24hvsMI12h",0.503,0,8139603,8141513,1911,"-"
"SCO7329","MII48hvsMI12h",1.101,0,8139603,8141513,1911,"-"
"SCO7329","MII72hvsMI12h",1.109,0,8139603,8141513,1911,"-"
"SCO7108","MII24hvsMI12h",0.629,0,7897518,7898264,747,"-"
"SCO7108","MII48hvsMI12h",0.53,0,7897518,7898264,747,"-"
"SCO7108","MII72hvsMI12h",1.106,0,7897518,7898264,747,"-"
"SCO4884","MII24hvsMI12h",1.191,0,5317104,5318147,1044,"+"
"SCO4884","MII48hvsMI12h",1.14,0,5317104,5318147,1044,"+"
"SCO4884","MII72hvsMI12h",1.095,0,5317104,5318147,1044,"+"
"SCO1082","MII24hvsMI12h",0.691,0,1142777,1143565,789,"-"
"SCO1082","MII48hvsMI12h",1.667,0,1142777,1143565,789,"-"
"SCO1082","MII72hvsMI12h",1.093,0,1142777,1143565,789,"-"
"SCO2765","MII24hvsMI12h",0.81,0,3015897,3016268,372,"+"
"SCO2765","MII48hvsMI12h",1.186,0,3015897,3016268,372,"+"
"SCO2765","MII72hvsMI12h",1.092,0,3015897,3016268,372,"+"
"SCO6092","MII24hvsMI12h",0.983,0,6692660,6693208,549,"+"
"SCO6092","MII48hvsMI12h",1.051,0,6692660,6693208,549,"+"
"SCO6092","MII72hvsMI12h",1.091,0,6692660,6693208,549,"+"
"SCO1085","MII24hvsMI12h",0.779,0,1145088,1145816,729,"+"
"SCO1085","MII48hvsMI12h",1.277,0,1145088,1145816,729,"+"
"SCO1085","MII72hvsMI12h",1.089,0,1145088,1145816,729,"+"
"SCO6409","MII24hvsMI12h",0.675,0,7076437,7077213,777,"-"
"SCO6409","MII48hvsMI12h",0.316,0,7076437,7077213,777,"-"
"SCO6409","MII72hvsMI12h",1.087,0,7076437,7077213,777,"-"
"SCO2240","MII24hvsMI12h",2.062,0,2409463,2410131,669,"-"
"SCO2240","MII48hvsMI12h",1.49,0,2409463,2410131,669,"-"
"SCO2240","MII72hvsMI12h",1.083,0,2409463,2410131,669,"-"
"SCO0378","MII24hvsMI12h",1.058,0,392484,393218,735,"-"
"SCO0378","MII48hvsMI12h",0.582,0,392484,393218,735,"-"
"SCO0378","MII72hvsMI12h",1.083,0,392484,393218,735,"-"
"SCO4872","MII24hvsMI12h",0.455,0,5301340,5302356,1017,"-"
"SCO4872","MII48hvsMI12h",0.684,0,5301340,5302356,1017,"-"
"SCO4872","MII72hvsMI12h",1.081,0,5301340,5302356,1017,"-"
"SCO5230","MII24hvsMI12h",1.065,0,5690680,5690964,285,"-"
"SCO5230","MII48hvsMI12h",2.004,0,5690680,5690964,285,"-"
"SCO5230","MII72hvsMI12h",1.08,0,5690680,5690964,285,"-"
"SCO0702","MII24hvsMI12h",1.621,0,742816,743394,579,"-"
"SCO0702","MII48hvsMI12h",1.547,0,742816,743394,579,"-"
"SCO0702","MII72hvsMI12h",1.078,0,742816,743394,579,"-"
"SCO5147","MII24hvsMI12h",0.502,0,5593690,5594361,672,"+"
"SCO5147","MII48hvsMI12h",1.056,0,5593690,5594361,672,"+"
"SCO5147","MII72hvsMI12h",1.07,0,5593690,5594361,672,"+"
"SCO3128","MII24hvsMI12h",0.79,0,3430174,3431184,1011,"+"
"SCO3128","MII48hvsMI12h",1.417,0,3430174,3431184,1011,"+"
"SCO3128","MII72hvsMI12h",1.067,0,3430174,3431184,1011,"+"
"SCO4854","MII24hvsMI12h",0.891,0,5283653,5284273,621,"-"
"SCO4854","MII48hvsMI12h",1.176,0,5283653,5284273,621,"-"
"SCO4854","MII72hvsMI12h",1.066,0,5283653,5284273,621,"-"
"SCO2838","MII24hvsMI12h",0.729,0,3099502,3100500,999,"-"
"SCO2838","MII48hvsMI12h",0.982,0,3099502,3100500,999,"-"
"SCO2838","MII72hvsMI12h",1.06,0,3099502,3100500,999,"-"
"SCO5016","MII24hvsMI12h",0.524,0,5451503,5452318,816,"-"
"SCO5016","MII48hvsMI12h",1.629,0,5451503,5452318,816,"-"
"SCO5016","MII72hvsMI12h",1.059,0,5451503,5452318,816,"-"
"SCO0374","MII24hvsMI12h",0.679,0,387750,389519,1770,"+"
"SCO0374","MII48hvsMI12h",1.424,0,387750,389519,1770,"+"
"SCO0374","MII72hvsMI12h",1.055,0,387750,389519,1770,"+"
"SCO7095","MII24hvsMI12h",0.513,0,7886126,7887082,957,"-"
"SCO7095","MII48hvsMI12h",0.709,0,7886126,7887082,957,"-"
"SCO7095","MII72hvsMI12h",1.054,0,7886126,7887082,957,"-"
"SCO5270","MII24hvsMI12h",0.486,0,5730129,5731151,1023,"+"
"SCO5270","MII48hvsMI12h",1.348,0,5730129,5731151,1023,"+"
"SCO5270","MII72hvsMI12h",1.053,0,5730129,5731151,1023,"+"
"SCO3055","MII24hvsMI12h",0.612,0,3348964,3349323,360,"+"
"SCO3055","MII48hvsMI12h",1.098,0,3348964,3349323,360,"+"
"SCO3055","MII72hvsMI12h",1.051,0,3348964,3349323,360,"+"
"SCO0119","MII24hvsMI12h",0.7,0,97760,98281,522,"-"
"SCO0119","MII48hvsMI12h",0.944,0,97760,98281,522,"-"
"SCO0119","MII72hvsMI12h",1.046,0,97760,98281,522,"-"
"SCO3848","MII24hvsMI12h",0.693,0,4233591,4235612,2022,"+"
"SCO3848","MII48hvsMI12h",1.077,0,4233591,4235612,2022,"+"
"SCO3848","MII72hvsMI12h",1.045,0,4233591,4235612,2022,"+"
"SCO0686","MII24hvsMI12h",0.521,0,726845,728068,1224,"+"
"SCO0686","MII48hvsMI12h",0.854,0,726845,728068,1224,"+"
"SCO0686","MII72hvsMI12h",1.045,0,726845,728068,1224,"+"
"SCO0359","MII24hvsMI12h",0.564,0,363774,364496,723,"+"
"SCO0359","MII48hvsMI12h",1.073,0,363774,364496,723,"+"
"SCO0359","MII72hvsMI12h",1.042,0,363774,364496,723,"+"
"SCO6961","MII24hvsMI12h",0.67,0,7727111,7728259,1149,"-"
"SCO6961","MII48hvsMI12h",1.038,0,7727111,7728259,1149,"-"
"SCO6961","MII72hvsMI12h",1.042,0,7727111,7728259,1149,"-"
"SCO1230","MII24hvsMI12h",1.708,0,1304188,1305813,1626,"-"
"SCO1230","MII48hvsMI12h",1.424,0,1304188,1305813,1626,"-"
"SCO1230","MII72hvsMI12h",1.041,0,1304188,1305813,1626,"-"
"SCO0883","MII24hvsMI12h",0.466,0,929061,929717,657,"+"
"SCO0883","MII48hvsMI12h",0.76,0,929061,929717,657,"+"
"SCO0883","MII72hvsMI12h",1.039,0,929061,929717,657,"+"
"SCO1948","MII24hvsMI12h",0.459,0,2081381,2084380,3000,"-"
"SCO1948","MII48hvsMI12h",1.82,0,2081381,2084380,3000,"-"
"SCO1948","MII72hvsMI12h",1.037,0,2081381,2084380,3000,"-"
"SCO5570","MII24hvsMI12h",1.03,0,6069138,6069791,654,"+"
"SCO5570","MII48hvsMI12h",0.877,0,6069138,6069791,654,"+"
"SCO5570","MII72hvsMI12h",1.037,0,6069138,6069791,654,"+"
"SCO6411","MII24hvsMI12h",1.293,0,7077746,7078588,843,"+"
"SCO6411","MII48hvsMI12h",1.272,0,7077746,7078588,843,"+"
"SCO6411","MII72hvsMI12h",1.036,0,7077746,7078588,843,"+"
"SCO2885","MII24hvsMI12h",0.988,0,3140184,3140657,474,"-"
"SCO2885","MII48hvsMI12h",1.159,0,3140184,3140657,474,"-"
