"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO2616","66h.p.BH.DargR.M145",0.003024,0,2841719,2842726,1008,"+"
"SCO2628","32h.DargR.M145",0.834,0,2854806,2856074,1269,"+"
"SCO2628","42h.DargR.M145",1.674,0,2854806,2856074,1269,"+"
"SCO2628","49h.DargR.M145",0.811,0,2854806,2856074,1269,"+"
"SCO2628","56h.DargR.M145",0.641,0,2854806,2856074,1269,"+"
"SCO2628","66h.DargR.M145",0.575,0,2854806,2856074,1269,"+"
"SCO2628","32h.p.BH.DargR.M145",0.006959,0,2854806,2856074,1269,"+"
"SCO2628","42h.p.BH.DargR.M145",1e-06,0,2854806,2856074,1269,"+"
"SCO2628","49h.p.BH.DargR.M145",0.005144,0,2854806,2856074,1269,"+"
"SCO2628","56h.p.BH.DargR.M145",0.044947,0,2854806,2856074,1269,"+"
"SCO2628","66h.p.BH.DargR.M145",0.048869,0,2854806,2856074,1269,"+"
"SCO2639","32h.DargR.M145",0.12,0,2870032,2870658,627,"-"
"SCO2639","42h.DargR.M145",0.027,0,2870032,2870658,627,"-"
"SCO2639","49h.DargR.M145",0.185,0,2870032,2870658,627,"-"
"SCO2639","56h.DargR.M145",0.625,0,2870032,2870658,627,"-"
"SCO2639","66h.DargR.M145",0.405,0,2870032,2870658,627,"-"
"SCO2639","32h.p.BH.DargR.M145",0.838349,0,2870032,2870658,627,"-"
"SCO2639","42h.p.BH.DargR.M145",0.913377,0,2870032,2870658,627,"-"
"SCO2639","49h.p.BH.DargR.M145",0.295005,0,2870032,2870658,627,"-"
"SCO2639","56h.p.BH.DargR.M145",0.001566,0,2870032,2870658,627,"-"
"SCO2639","66h.p.BH.DargR.M145",0.026065,0,2870032,2870658,627,"-"
"SCO2641","32h.DargR.M145",-0.315,0,2871981,2873168,1188,"+"
"SCO2641","42h.DargR.M145",-0.698,0,2871981,2873168,1188,"+"
"SCO2641","49h.DargR.M145",-0.426,0,2871981,2873168,1188,"+"
"SCO2641","56h.DargR.M145",-0.584,0,2871981,2873168,1188,"+"
"SCO2641","66h.DargR.M145",-0.169,0,2871981,2873168,1188,"+"
"SCO2641","32h.p.BH.DargR.M145",0.225548,0,2871981,2873168,1188,"+"
"SCO2641","42h.p.BH.DargR.M145",0.000507,0,2871981,2873168,1188,"+"
"SCO2641","49h.p.BH.DargR.M145",0.025407,0,2871981,2873168,1188,"+"
"SCO2641","56h.p.BH.DargR.M145",0.007324,0,2871981,2873168,1188,"+"
"SCO2641","66h.p.BH.DargR.M145",0.541006,0,2871981,2873168,1188,"+"
"SCO2671","32h.DargR.M145",-1.115,0,2907738,2908151,414,"+"
"SCO2671","42h.DargR.M145",-0.734,0,2907738,2908151,414,"+"
"SCO2671","49h.DargR.M145",-0.577,0,2907738,2908151,414,"+"
"SCO2671","56h.DargR.M145",-0.705,0,2907738,2908151,414,"+"
"SCO2671","66h.DargR.M145",-0.13,0,2907738,2908151,414,"+"
"SCO2671","32h.p.BH.DargR.M145",0.003366,0,2907738,2908151,414,"+"
"SCO2671","42h.p.BH.DargR.M145",0.033269,0,2907738,2908151,414,"+"
"SCO2671","49h.p.BH.DargR.M145",0.081788,0,2907738,2908151,414,"+"
"SCO2671","56h.p.BH.DargR.M145",0.079833,0,2907738,2908151,414,"+"
"SCO2671","66h.p.BH.DargR.M145",0.86212,0,2907738,2908151,414,"+"
"SCO2674","32h.DargR.M145",-0.323,0,2914632,2915591,960,"+"
"SCO2674","42h.DargR.M145",-0.462,0,2914632,2915591,960,"+"
"SCO2674","49h.DargR.M145",-0.384,0,2914632,2915591,960,"+"
"SCO2674","56h.DargR.M145",-0.311,0,2914632,2915591,960,"+"
"SCO2674","66h.DargR.M145",-0.107,0,2914632,2915591,960,"+"
"SCO2674","32h.p.BH.DargR.M145",0.111264,0,2914632,2915591,960,"+"
"SCO2674","42h.p.BH.DargR.M145",0.005335,0,2914632,2915591,960,"+"
"SCO2674","49h.p.BH.DargR.M145",0.019102,0,2914632,2915591,960,"+"
"SCO2674","56h.p.BH.DargR.M145",0.123229,0,2914632,2915591,960,"+"
"SCO2674","66h.p.BH.DargR.M145",0.701305,0,2914632,2915591,960,"+"
"SCO2695","32h.DargR.M145",-1.333,0,2940382,2941152,771,"+"
"SCO2695","42h.DargR.M145",-0.401,0,2940382,2941152,771,"+"
"SCO2695","49h.DargR.M145",-0.854,0,2940382,2941152,771,"+"
"SCO2695","56h.DargR.M145",-1.695,0,2940382,2941152,771,"+"
"SCO2695","66h.DargR.M145",-1.228,0,2940382,2941152,771,"+"
"SCO2695","32h.p.BH.DargR.M145",0.003366,0,2940382,2941152,771,"+"
"SCO2695","42h.p.BH.DargR.M145",0.373596,0,2940382,2941152,771,"+"
"SCO2695","49h.p.BH.DargR.M145",0.031336,0,2940382,2941152,771,"+"
"SCO2695","56h.p.BH.DargR.M145",0.000262,0,2940382,2941152,771,"+"
"SCO2695","66h.p.BH.DargR.M145",0.003559,0,2940382,2941152,771,"+"
"SCO2696","32h.DargR.M145",-0.64,0,2941209,2942201,993,"+"
"SCO2696","42h.DargR.M145",-0.354,0,2941209,2942201,993,"+"
"SCO2696","49h.DargR.M145",-0.179,0,2941209,2942201,993,"+"
"SCO2696","56h.DargR.M145",-1.038,0,2941209,2942201,993,"+"
"SCO2696","66h.DargR.M145",-0.92,0,2941209,2942201,993,"+"
"SCO2696","32h.p.BH.DargR.M145",0.085855,0,2941209,2942201,993,"+"
"SCO2696","42h.p.BH.DargR.M145",0.286057,0,2941209,2942201,993,"+"
"SCO2696","49h.p.BH.DargR.M145",0.586574,0,2941209,2942201,993,"+"
"SCO2696","56h.p.BH.DargR.M145",0.002814,0,2941209,2942201,993,"+"
"SCO2696","66h.p.BH.DargR.M145",0.004231,0,2941209,2942201,993,"+"
"SCO2699","32h.DargR.M145",0.871,0,2943092,2943364,273,"+"
"SCO2699","42h.DargR.M145",1.344,0,2943092,2943364,273,"+"
"SCO2699","49h.DargR.M145",0.311,0,2943092,2943364,273,"+"
"SCO2699","56h.DargR.M145",0.361,0,2943092,2943364,273,"+"
"SCO2699","66h.DargR.M145",-0.761,0,2943092,2943364,273,"+"
"SCO2699","32h.p.BH.DargR.M145",0.182152,0,2943092,2943364,273,"+"
"SCO2699","42h.p.BH.DargR.M145",0.007477,0,2943092,2943364,273,"+"
"SCO2699","49h.p.BH.DargR.M145",0.559365,0,2943092,2943364,273,"+"
"SCO2699","56h.p.BH.DargR.M145",0.667023,0,2943092,2943364,273,"+"
"SCO2699","66h.p.BH.DargR.M145",0.176497,0,2943092,2943364,273,"+"
"SCO2701","32h.DargR.M145",0.657,0,2944306,2944875,570,"-"
"SCO2701","42h.DargR.M145",0.801,0,2944306,2944875,570,"-"
"SCO2701","49h.DargR.M145",0.339,0,2944306,2944875,570,"-"
"SCO2701","56h.DargR.M145",0.109,0,2944306,2944875,570,"-"
"SCO2701","66h.DargR.M145",-0.021,0,2944306,2944875,570,"-"
"SCO2701","32h.p.BH.DargR.M145",0.050973,0,2944306,2944875,570,"-"
"SCO2701","42h.p.BH.DargR.M145",0.005821,0,2944306,2944875,570,"-"
"SCO2701","49h.p.BH.DargR.M145",0.237428,0,2944306,2944875,570,"-"
"SCO2701","56h.p.BH.DargR.M145",0.854172,0,2944306,2944875,570,"-"
"SCO2701","66h.p.BH.DargR.M145",0.979424,0,2944306,2944875,570,"-"
"SCO2703","32h.DargR.M145",1.087,0,2945615,2945917,303,"-"
"SCO2703","42h.DargR.M145",1.239,0,2945615,2945917,303,"-"
"SCO2703","49h.DargR.M145",0.382,0,2945615,2945917,303,"-"
"SCO2703","56h.DargR.M145",-0.033,0,2945615,2945917,303,"-"
"SCO2703","66h.DargR.M145",-0.262,0,2945615,2945917,303,"-"
"SCO2703","32h.p.BH.DargR.M145",0.001481,0,2945615,2945917,303,"-"
"SCO2703","42h.p.BH.DargR.M145",0.00013,0,2945615,2945917,303,"-"
"SCO2703","49h.p.BH.DargR.M145",0.202035,0,2945615,2945917,303,"-"
"SCO2703","56h.p.BH.DargR.M145",0.967105,0,2945615,2945917,303,"-"
"SCO2703","66h.p.BH.DargR.M145",0.548268,0,2945615,2945917,303,"-"
"SCO2704","32h.DargR.M145",1.063,0,2946094,2946828,735,"-"
"SCO2704","42h.DargR.M145",3.96,0,2946094,2946828,735,"-"
"SCO2704","49h.DargR.M145",1.489,0,2946094,2946828,735,"-"
"SCO2704","56h.DargR.M145",0.623,0,2946094,2946828,735,"-"
"SCO2704","66h.DargR.M145",0.674,0,2946094,2946828,735,"-"
"SCO2704","32h.p.BH.DargR.M145",0.136456,0,2946094,2946828,735,"-"
"SCO2704","42h.p.BH.DargR.M145",0,0,2946094,2946828,735,"-"
"SCO2704","49h.p.BH.DargR.M145",0.01038,0,2946094,2946828,735,"-"
"SCO2704","56h.p.BH.DargR.M145",0.473124,0,2946094,2946828,735,"-"
"SCO2704","66h.p.BH.DargR.M145",0.335937,0,2946094,2946828,735,"-"
"SCO2714","32h.DargR.M145",0.219,0,2957449,2958636,1188,"-"
"SCO2714","42h.DargR.M145",1.383,0,2957449,2958636,1188,"-"
"SCO2714","49h.DargR.M145",0.228,0,2957449,2958636,1188,"-"
"SCO2714","56h.DargR.M145",-0.129,0,2957449,2958636,1188,"-"
"SCO2714","66h.DargR.M145",-0.304,0,2957449,2958636,1188,"-"
"SCO2714","32h.p.BH.DargR.M145",0.751087,0,2957449,2958636,1188,"-"
"SCO2714","42h.p.BH.DargR.M145",8e-06,0,2957449,2958636,1188,"-"
"SCO2714","49h.p.BH.DargR.M145",0.412439,0,2957449,2958636,1188,"-"
"SCO2714","56h.p.BH.DargR.M145",0.806875,0,2957449,2958636,1188,"-"
"SCO2714","66h.p.BH.DargR.M145",0.375852,0,2957449,2958636,1188,"-"
"SCO2716","32h.DargR.M145",3.918,0,2960170,2960928,759,"-"
"SCO2716","42h.DargR.M145",4.953,0,2960170,2960928,759,"-"
"SCO2716","49h.DargR.M145",2.124,0,2960170,2960928,759,"-"
"SCO2716","56h.DargR.M145",1.431,0,2960170,2960928,759,"-"
"SCO2716","66h.DargR.M145",0.31,0,2960170,2960928,759,"-"
"SCO2716","32h.p.BH.DargR.M145",0,0,2960170,2960928,759,"-"
"SCO2716","42h.p.BH.DargR.M145",0,0,2960170,2960928,759,"-"
"SCO2716","49h.p.BH.DargR.M145",0.000234,0,2960170,2960928,759,"-"
"SCO2716","56h.p.BH.DargR.M145",0.014861,0,2960170,2960928,759,"-"
"SCO2716","66h.p.BH.DargR.M145",0.733926,0,2960170,2960928,759,"-"
"SCO2717","32h.DargR.M145",0.689,0,2961104,2961331,228,"-"
"SCO2717","42h.DargR.M145",2.057,0,2961104,2961331,228,"-"
"SCO2717","49h.DargR.M145",0.388,0,2961104,2961331,228,"-"
"SCO2717","56h.DargR.M145",0.304,0,2961104,2961331,228,"-"
"SCO2717","66h.DargR.M145",-1.1,0,2961104,2961331,228,"-"
"SCO2717","32h.p.BH.DargR.M145",0.608883,0,2961104,2961331,228,"-"
"SCO2717","42h.p.BH.DargR.M145",0.002809,0,2961104,2961331,228,"-"
"SCO2717","49h.p.BH.DargR.M145",0.591818,0,2961104,2961331,228,"-"
"SCO2717","56h.p.BH.DargR.M145",0.821804,0,2961104,2961331,228,"-"
"SCO2717","66h.p.BH.DargR.M145",0.141141,0,2961104,2961331,228,"-"
"SCO2718","32h.DargR.M145",5.182,0,2961619,2962014,396,"-"
"SCO2718","42h.DargR.M145",6.836,0,2961619,2962014,396,"-"
"SCO2718","49h.DargR.M145",3.209,0,2961619,2962014,396,"-"
"SCO2718","56h.DargR.M145",2.305,0,2961619,2962014,396,"-"
"SCO2718","66h.DargR.M145",0.705,0,2961619,2962014,396,"-"
"SCO2718","32h.p.BH.DargR.M145",0,0,2961619,2962014,396,"-"
"SCO2718","42h.p.BH.DargR.M145",0,0,2961619,2962014,396,"-"
"SCO2718","49h.p.BH.DargR.M145",0.000109,0,2961619,2962014,396,"-"
"SCO2718","56h.p.BH.DargR.M145",0.005472,0,2961619,2962014,396,"-"
"SCO2718","66h.p.BH.DargR.M145",0.485917,0,2961619,2962014,396,"-"
"SCO2719","32h.DargR.M145",4.621,0,2962235,2962678,444,"+"
"SCO2719","42h.DargR.M145",5.711,0,2962235,2962678,444,"+"
"SCO2719","49h.DargR.M145",2.595,0,2962235,2962678,444,"+"
"SCO2719","56h.DargR.M145",1.667,0,2962235,2962678,444,"+"
"SCO2719","66h.DargR.M145",0.496,0,2962235,2962678,444,"+"
"SCO2719","32h.p.BH.DargR.M145",0,0,2962235,2962678,444,"+"
"SCO2719","42h.p.BH.DargR.M145",0,0,2962235,2962678,444,"+"
"SCO2719","49h.p.BH.DargR.M145",0.000182,0,2962235,2962678,444,"+"
"SCO2719","56h.p.BH.DargR.M145",0.018216,0,2962235,2962678,444,"+"
"SCO2719","66h.p.BH.DargR.M145",0.596095,0,2962235,2962678,444,"+"
"SCO2726","32h.DargR.M145",-0.473,0,2973144,2974646,1503,"-"
"SCO2726","42h.DargR.M145",-0.282,0,2973144,2974646,1503,"-"
"SCO2726","49h.DargR.M145",-0.972,0,2973144,2974646,1503,"-"
"SCO2726","56h.DargR.M145",-1.025,0,2973144,2974646,1503,"-"
"SCO2726","66h.DargR.M145",-2.069,0,2973144,2974646,1503,"-"
"SCO2726","32h.p.BH.DargR.M145",0.26745,0,2973144,2974646,1503,"-"
"SCO2726","42h.p.BH.DargR.M145",0.411903,0,2973144,2974646,1503,"-"
"SCO2726","49h.p.BH.DargR.M145",0.002715,0,2973144,2974646,1503,"-"
"SCO2726","56h.p.BH.DargR.M145",0.002864,0,2973144,2974646,1503,"-"
"SCO2726","66h.p.BH.DargR.M145",0,0,2973144,2974646,1503,"-"
"SCO2727","32h.DargR.M145",-0.522,0,2974661,2975038,378,"-"
"SCO2727","42h.DargR.M145",-0.597,0,2974661,2975038,378,"-"
"SCO2727","49h.DargR.M145",-0.881,0,2974661,2975038,378,"-"
"SCO2727","56h.DargR.M145",-0.647,0,2974661,2975038,378,"-"
"SCO2727","66h.DargR.M145",-1.335,0,2974661,2975038,378,"-"
"SCO2727","32h.p.BH.DargR.M145",0.210352,0,2974661,2975038,378,"-"
"SCO2727","42h.p.BH.DargR.M145",0.055971,0,2974661,2975038,378,"-"
"SCO2727","49h.p.BH.DargR.M145",0.006373,0,2974661,2975038,378,"-"
"SCO2727","56h.p.BH.DargR.M145",0.076932,0,2974661,2975038,378,"-"
"SCO2727","66h.p.BH.DargR.M145",1e-04,0,2974661,2975038,378,"-"
"SCO2733","32h.DargR.M145",-1.61,0,2979583,2980422,840,"-"
"SCO2733","42h.DargR.M145",-1.405,0,2979583,2980422,840,"-"
"SCO2733","49h.DargR.M145",0.279,0,2979583,2980422,840,"-"
"SCO2733","56h.DargR.M145",-0.347,0,2979583,2980422,840,"-"
"SCO2733","66h.DargR.M145",0.808,0,2979583,2980422,840,"-"
"SCO2733","32h.p.BH.DargR.M145",2.2e-05,0,2979583,2980422,840,"-"
"SCO2733","42h.p.BH.DargR.M145",4.1e-05,0,2979583,2980422,840,"-"
"SCO2733","49h.p.BH.DargR.M145",0.382244,0,2979583,2980422,840,"-"
"SCO2733","56h.p.BH.DargR.M145",0.467576,0,2979583,2980422,840,"-"
"SCO2733","66h.p.BH.DargR.M145",0.012364,0,2979583,2980422,840,"-"
"SCO2738","32h.DargR.M145",0.529,0,2986705,2986902,198,"-"
"SCO2738","42h.DargR.M145",-0.407,0,2986705,2986902,198,"-"
"SCO2738","49h.DargR.M145",0.221,0,2986705,2986902,198,"-"
"SCO2738","56h.DargR.M145",0.304,0,2986705,2986902,198,"-"
"SCO2738","66h.DargR.M145",0.044,0,2986705,2986902,198,"-"
"SCO2738","32h.p.BH.DargR.M145",0.003979,0,2986705,2986902,198,"-"
"SCO2738","42h.p.BH.DargR.M145",0.013191,0,2986705,2986902,198,"-"
"SCO2738","49h.p.BH.DargR.M145",0.17269,0,2986705,2986902,198,"-"
"SCO2738","56h.p.BH.DargR.M145",0.133267,0,2986705,2986902,198,"-"
"SCO2738","66h.p.BH.DargR.M145",0.912869,0,2986705,2986902,198,"-"
"SCO2745","32h.DargR.M145",0.119,0,2990408,2991451,1044,"+"
"SCO2745","42h.DargR.M145",0.102,0,2990408,2991451,1044,"+"
"SCO2745","49h.DargR.M145",0.166,0,2990408,2991451,1044,"+"
"SCO2745","56h.DargR.M145",0.093,0,2990408,2991451,1044,"+"
"SCO2745","66h.DargR.M145",0.755,0,2990408,2991451,1044,"+"
"SCO2745","32h.p.BH.DargR.M145",0.942231,0,2990408,2991451,1044,"+"
"SCO2745","42h.p.BH.DargR.M145",0.737573,0,2990408,2991451,1044,"+"
"SCO2745","49h.p.BH.DargR.M145",0.519382,0,2990408,2991451,1044,"+"
"SCO2745","56h.p.BH.DargR.M145",0.853946,0,2990408,2991451,1044,"+"
"SCO2745","66h.p.BH.DargR.M145",0.003102,0,2990408,2991451,1044,"+"
"SCO2754","32h.DargR.M145",0.011,0,3001125,3001931,807,"+"
"SCO2754","42h.DargR.M145",-0.357,0,3001125,3001931,807,"+"
"SCO2754","49h.DargR.M145",-0.319,0,3001125,3001931,807,"+"
"SCO2754","56h.DargR.M145",-0.274,0,3001125,3001931,807,"+"
"SCO2754","66h.DargR.M145",-0.238,0,3001125,3001931,807,"+"
"SCO2754","32h.p.BH.DargR.M145",0.999071,0,3001125,3001931,807,"+"
"SCO2754","42h.p.BH.DargR.M145",0.000919,0,3001125,3001931,807,"+"
"SCO2754","49h.p.BH.DargR.M145",0.003759,0,3001125,3001931,807,"+"
"SCO2754","56h.p.BH.DargR.M145",0.021183,0,3001125,3001931,807,"+"
"SCO2754","66h.p.BH.DargR.M145",0.02801,0,3001125,3001931,807,"+"
"SCO2755","32h.DargR.M145",-0.391,0,3001915,3002577,663,"-"
"SCO2755","42h.DargR.M145",-0.455,0,3001915,3002577,663,"-"
"SCO2755","49h.DargR.M145",-0.502,0,3001915,3002577,663,"-"
"SCO2755","56h.DargR.M145",-0.19,0,3001915,3002577,663,"-"
"SCO2755","66h.DargR.M145",-0.097,0,3001915,3002577,663,"-"
"SCO2755","32h.p.BH.DargR.M145",0.059051,0,3001915,3002577,663,"-"
"SCO2755","42h.p.BH.DargR.M145",0.010119,0,3001915,3002577,663,"-"
"SCO2755","49h.p.BH.DargR.M145",0.006306,0,3001915,3002577,663,"-"
"SCO2755","56h.p.BH.DargR.M145",0.493024,0,3001915,3002577,663,"-"
"SCO2755","66h.p.BH.DargR.M145",0.766505,0,3001915,3002577,663,"-"
"SCO2770","32h.DargR.M145",0.427,0,3021658,3022626,969,"-"
"SCO2770","42h.DargR.M145",0.185,0,3021658,3022626,969,"-"
"SCO2770","49h.DargR.M145",0.171,0,3021658,3022626,969,"-"
"SCO2770","56h.DargR.M145",0.477,0,3021658,3022626,969,"-"
"SCO2770","66h.DargR.M145",0.772,0,3021658,3022626,969,"-"
"SCO2770","32h.p.BH.DargR.M145",0.224754,0,3021658,3022626,969,"-"
"SCO2770","42h.p.BH.DargR.M145",0.54114,0,3021658,3022626,969,"-"
"SCO2770","49h.p.BH.DargR.M145",0.536774,0,3021658,3022626,969,"-"
"SCO2770","56h.p.BH.DargR.M145",0.143631,0,3021658,3022626,969,"-"
"SCO2770","66h.p.BH.DargR.M145",0.004508,0,3021658,3022626,969,"-"
"SCO2778","32h.DargR.M145",0.344,0,3031106,3032059,954,"+"
"SCO2778","42h.DargR.M145",1.267,0,3031106,3032059,954,"+"
"SCO2778","49h.DargR.M145",-0.412,0,3031106,3032059,954,"+"
"SCO2778","56h.DargR.M145",0.491,0,3031106,3032059,954,"+"
"SCO2778","66h.DargR.M145",0.074,0,3031106,3032059,954,"+"
"SCO2778","32h.p.BH.DargR.M145",0.781189,0,3031106,3032059,954,"+"
"SCO2778","42h.p.BH.DargR.M145",0.004962,0,3031106,3032059,954,"+"
"SCO2778","49h.p.BH.DargR.M145",0.36793,0,3031106,3032059,954,"+"
"SCO2778","56h.p.BH.DargR.M145",0.473124,0,3031106,3032059,954,"+"
"SCO2778","66h.p.BH.DargR.M145",0.952741,0,3031106,3032059,954,"+"
"SCO2779","32h.DargR.M145",0.422,0,3032065,3033225,1161,"+"
"SCO2779","42h.DargR.M145",1.468,0,3032065,3033225,1161,"+"
"SCO2779","49h.DargR.M145",-0.075,0,3032065,3033225,1161,"+"
"SCO2779","56h.DargR.M145",0.537,0,3032065,3033225,1161,"+"
"SCO2779","66h.DargR.M145",0.298,0,3032065,3033225,1161,"+"
"SCO2779","32h.p.BH.DargR.M145",0.716419,0,3032065,3033225,1161,"+"
"SCO2779","42h.p.BH.DargR.M145",0.002943,0,3032065,3033225,1161,"+"
"SCO2779","49h.p.BH.DargR.M145",0.900705,0,3032065,3033225,1161,"+"
"SCO2779","56h.p.BH.DargR.M145",0.470656,0,3032065,3033225,1161,"+"
"SCO2779","66h.p.BH.DargR.M145",0.724753,0,3032065,3033225,1161,"+"
"SCO2782","32h.DargR.M145",0.945,0,3035641,3037083,1443,"+"
"SCO2782","42h.DargR.M145",-0.383,0,3035641,3037083,1443,"+"
"SCO2782","49h.DargR.M145",-0.389,0,3035641,3037083,1443,"+"
"SCO2782","56h.DargR.M145",-0.357,0,3035641,3037083,1443,"+"
"SCO2782","66h.DargR.M145",-0.158,0,3035641,3037083,1443,"+"
"SCO2782","32h.p.BH.DargR.M145",0.000582,0,3035641,3037083,1443,"+"
"SCO2782","42h.p.BH.DargR.M145",0.123189,0,3035641,3037083,1443,"+"
"SCO2782","49h.p.BH.DargR.M145",0.099391,0,3035641,3037083,1443,"+"
"SCO2782","56h.p.BH.DargR.M145",0.295653,0,3035641,3037083,1443,"+"
"SCO2782","66h.p.BH.DargR.M145",0.700855,0,3035641,3037083,1443,"+"
"SCO2786","32h.DargR.M145",0.345,0,3040752,3042359,1608,"-"
"SCO2786","42h.DargR.M145",0.305,0,3040752,3042359,1608,"-"
"SCO2786","49h.DargR.M145",-0.24,0,3040752,3042359,1608,"-"
"SCO2786","56h.DargR.M145",-0.283,0,3040752,3042359,1608,"-"
"SCO2786","66h.DargR.M145",-1.345,0,3040752,3042359,1608,"-"
"SCO2786","32h.p.BH.DargR.M145",0.091364,0,3040752,3042359,1608,"-"
"SCO2786","42h.p.BH.DargR.M145",0.076738,0,3040752,3042359,1608,"-"
"SCO2786","49h.p.BH.DargR.M145",0.153803,0,3040752,3042359,1608,"-"
"SCO2786","56h.p.BH.DargR.M145",0.196733,0,3040752,3042359,1608,"-"
"SCO2786","66h.p.BH.DargR.M145",0,0,3040752,3042359,1608,"-"
"SCO2798","32h.DargR.M145",-0.057,0,3054670,3056109,1440,"+"
"SCO2798","42h.DargR.M145",-0.223,0,3054670,3056109,1440,"+"
"SCO2798","49h.DargR.M145",-0.503,0,3054670,3056109,1440,"+"
"SCO2798","56h.DargR.M145",-0.395,0,3054670,3056109,1440,"+"
"SCO2798","66h.DargR.M145",-0.02,0,3054670,3056109,1440,"+"
"SCO2798","32h.p.BH.DargR.M145",0.993454,0,3054670,3056109,1440,"+"
"SCO2798","42h.p.BH.DargR.M145",0.25957,0,3054670,3056109,1440,"+"
"SCO2798","49h.p.BH.DargR.M145",0.008148,0,3054670,3056109,1440,"+"
"SCO2798","56h.p.BH.DargR.M145",0.06714,0,3054670,3056109,1440,"+"
"SCO2798","66h.p.BH.DargR.M145",0.968882,0,3054670,3056109,1440,"+"
"SCO2815","32h.DargR.M145",-0.175,0,3073580,3074278,699,"+"
"SCO2815","42h.DargR.M145",-0.703,0,3073580,3074278,699,"+"
"SCO2815","49h.DargR.M145",-0.192,0,3073580,3074278,699,"+"
"SCO2815","56h.DargR.M145",-0.052,0,3073580,3074278,699,"+"
"SCO2815","66h.DargR.M145",0.095,0,3073580,3074278,699,"+"
"SCO2815","32h.p.BH.DargR.M145",0.675935,0,3073580,3074278,699,"+"
"SCO2815","42h.p.BH.DargR.M145",0.000391,0,3073580,3074278,699,"+"
"SCO2815","49h.p.BH.DargR.M145",0.316859,0,3073580,3074278,699,"+"
"SCO2815","56h.p.BH.DargR.M145",0.904205,0,3073580,3074278,699,"+"
"SCO2815","66h.p.BH.DargR.M145",0.796141,0,3073580,3074278,699,"+"
"SCO2817","32h.DargR.M145",0.546,0,3075453,3077357,1905,"-"
"SCO2817","42h.DargR.M145",0.13,0,3075453,3077357,1905,"-"
"SCO2817","49h.DargR.M145",0.228,0,3075453,3077357,1905,"-"
"SCO2817","56h.DargR.M145",0.148,0,3075453,3077357,1905,"-"
"SCO2817","66h.DargR.M145",-0.002,0,3075453,3077357,1905,"-"
"SCO2817","32h.p.BH.DargR.M145",4.1e-05,0,3075453,3077357,1905,"-"
"SCO2817","42h.p.BH.DargR.M145",0.277131,0,3075453,3077357,1905,"-"
"SCO2817","49h.p.BH.DargR.M145",0.036872,0,3075453,3077357,1905,"-"
"SCO2817","56h.p.BH.DargR.M145",0.353377,0,3075453,3077357,1905,"-"
"SCO2817","66h.p.BH.DargR.M145",0.99349,0,3075453,3077357,1905,"-"
"SCO2818","32h.DargR.M145",0.124,0,3077642,3078952,1311,"+"
"SCO2818","42h.DargR.M145",0.941,0,3077642,3078952,1311,"+"
"SCO2818","49h.DargR.M145",0.078,0,3077642,3078952,1311,"+"
"SCO2818","56h.DargR.M145",-0.066,0,3077642,3078952,1311,"+"
"SCO2818","66h.DargR.M145",-0.032,0,3077642,3078952,1311,"+"
"SCO2818","32h.p.BH.DargR.M145",0.904153,0,3077642,3078952,1311,"+"
"SCO2818","42h.p.BH.DargR.M145",6.5e-05,0,3077642,3078952,1311,"+"
"SCO2818","49h.p.BH.DargR.M145",0.752443,0,3077642,3078952,1311,"+"
"SCO2818","56h.p.BH.DargR.M145",0.889936,0,3077642,3078952,1311,"+"
"SCO2818","66h.p.BH.DargR.M145",0.955119,0,3077642,3078952,1311,"+"
"SCO2822","32h.DargR.M145",0.049,0,3082430,3083161,732,"-"
"SCO2822","42h.DargR.M145",0.317,0,3082430,3083161,732,"-"
"SCO2822","49h.DargR.M145",0.194,0,3082430,3083161,732,"-"
"SCO2822","56h.DargR.M145",0.322,0,3082430,3083161,732,"-"
"SCO2822","66h.DargR.M145",-1.368,0,3082430,3083161,732,"-"
"SCO2822","32h.p.BH.DargR.M145",0.999071,0,3082430,3083161,732,"-"
"SCO2822","42h.p.BH.DargR.M145",0.500019,0,3082430,3083161,732,"-"
"SCO2822","49h.p.BH.DargR.M145",0.664782,0,3082430,3083161,732,"-"
"SCO2822","56h.p.BH.DargR.M145",0.63602,0,3082430,3083161,732,"-"
"SCO2822","66h.p.BH.DargR.M145",0.001588,0,3082430,3083161,732,"-"
"SCO2823","32h.DargR.M145",-0.013,0,3083158,3084060,903,"-"
"SCO2823","42h.DargR.M145",0.293,0,3083158,3084060,903,"-"
"SCO2823","49h.DargR.M145",0.279,0,3083158,3084060,903,"-"
"SCO2823","56h.DargR.M145",0.15,0,3083158,3084060,903,"-"
"SCO2823","66h.DargR.M145",-1.37,0,3083158,3084060,903,"-"
"SCO2823","32h.p.BH.DargR.M145",0.999071,0,3083158,3084060,903,"-"
"SCO2823","42h.p.BH.DargR.M145",0.537661,0,3083158,3084060,903,"-"
"SCO2823","49h.p.BH.DargR.M145",0.515247,0,3083158,3084060,903,"-"
"SCO2823","56h.p.BH.DargR.M145",0.858842,0,3083158,3084060,903,"-"
"SCO2823","66h.p.BH.DargR.M145",0.001387,0,3083158,3084060,903,"-"
"SCO2827","32h.DargR.M145",0.236,0,3087146,3087649,504,"-"
"SCO2827","42h.DargR.M145",-0.116,0,3087146,3087649,504,"-"
"SCO2827","49h.DargR.M145",-0.5,0,3087146,3087649,504,"-"
"SCO2827","56h.DargR.M145",-0.449,0,3087146,3087649,504,"-"
