"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_22185",-1.56113880647796,0,"data_bldC",4842912,4843541,"+"
"vnz_01690",0.804569614750587,0,"data_bldC",384868,385707,"+"
"vnz_26670",0.926667263938774,0,"data_bldC",5834992,5835732,"+"
"vnz_31165",2.12761599151313,0,"data_bldC",6895326,6896603,"+"
"vnz_34325",1.59870496000211,0,"data_bldC",7619338,7619724,"+"
"vnz_14785",0.641845520540525,0,"data_bldC",3288244,3289149,"-"
"vnz_19340",0.819451485684729,0,"data_bldC",4260154,4261299,"-"
"vnz_22645",1.13122509982205,0,"data_bldC",4933742,4935013,"+"
"vnz_31415",-2.12751595916286,0,"data_bldC",6950189,6951232,"+"
"vnz_35720",1.63835760491679,0,"data_bldC",7968177,7968533,"-"
"vnz_02915",-3.14181785113024,0,"data_bldC",702440,706429,"-"
"vnz_14690",-1.18330939894335,0,"data_bldC",3268899,3269750,"+"
"vnz_31420",-2.68678272745872,0,"data_bldC",6951302,6952516,"+"
"vnz_22460",-0.124444743860498,0,"data_bldC",4896665,4897486,"+"
"vnz_30405",-1.21595360221341,0,"data_bldC",6711435,6712202,"-"
"vnz_02030",2.95608800320786,0,"data_bldC",457091,458128,"+"
"vnz_03935",0.95592462400504,0,"data_bldC",945539,946186,"+"
"vnz_23610",-0.06972612278085,0,"data_bldC",5142339,5142563,"-"
"vnz_11030",1.53392389261168,0,"data_bldC",2430922,2432655,"+"
"vnz_05335",0.908227771743864,0,"data_bldC",1244870,1245697,"-"
"vnz_31600",0.0480679735225452,0,"data_bldC",6988038,6988337,"-"
"vnz_20470",1.38541178216774,0,"data_bldC",4486998,4487324,"-"
"vnz_06515",-0.174051842710063,0,"data_bldC",1496797,1498119,"+"
"vnz_20995",1.70947826801458,0,"data_bldC",4602672,4604882,"-"
"vnz_09505",0.288917008983008,0,"data_bldC",2161745,2162608,"+"
"vnz_24450",-0.0245046646368409,0,"data_bldC",5318442,5319191,"+"
"vnz_32205",3.08683161069927,0,"data_bldC",7131300,7132289,"+"
"vnz_33780",1.3127858861446,0,"data_bldC",7500180,7500665,"+"
"vnz_30830",1.13330706489288,0,"data_bldC",6800878,6801942,"-"
"vnz_05485",-0.825292687553375,0,"data_bldC",1279496,1281154,"+"
"vnz_13795",0.766256338607755,0,"data_bldC",3082162,3082530,"-"
"vnz_19960",0.346817229071672,0,"data_bldC",4375925,4377295,"+"
"vnz_05080",2.15209164466121,0,"data_bldC",1192232,1193455,"+"
"vnz_18285",-0.472897289570888,0,"data_bldC",4041066,4041626,"-"
"vnz_31585",0.588333633036627,0,"data_bldC",6985797,6986213,"-"
"vnz_34200",-1.52131787320049,0,"data_bldC",7587950,7589764,"-"
"vnz_34610",0.553641153753481,0,"data_bldC",7680844,7681572,"+"
"vnz_05135",0.566169445671253,0,"data_bldC",1204494,1204949,"-"
"vnz_22320",1.55708909523162,0,"data_bldC",4869366,4870742,"-"
"vnz_06090",1.24040994540036,0,"data_bldC",1403339,1404016,"+"
"vnz_31100",1.09956858548494,0,"data_bldC",6876617,6877141,"-"
"vnz_30480",0.430667015631368,0,"data_bldC",6725922,6726185,"+"
"vnz_29485",-0.899867737189006,0,"data_bldC",6496342,6496728,"+"
"vnz_30500",-1.44647870524292,0,"data_bldC",6730531,6731013,"-"
"vnz_22415",0.670676691261592,0,"data_bldC",4887128,4888774,"+"
"vnz_24710",1.1814019684515,0,"data_bldC",5381633,5382493,"-"
"vnz_26675",0.706471053840411,0,"data_bldC",5835911,5836810,"+"
"vnz_00315",-0.619681961906466,0,"data_bldC",67709,68380,"-"
"vnz_02825",-0.551231271040443,0,"data_bldC",681221,681445,"-"
"vnz_22665",2.23010445454954,0,"data_bldC",4938829,4939632,"-"
"vnz_24115",-0.263285772401979,0,"data_bldC",5250034,5252412,"-"
"vnz_29420",1.5617968891766,0,"data_bldC",6480597,6482294,"-"
"vnz_29380",-1.96540681594682,0,"data_bldC",6471230,6472972,"+"
"vnz_34505",1.45175935851067,0,"data_bldC",7658589,7660115,"+"
"vnz_27035",-0.0621584582629792,0,"data_bldC",5927334,5928071,"+"
"vnz_02505",-1.56867303974447,0,"data_bldC",592353,593636,"-"
"vnz_15470",1.25297864574843,0,"data_bldC",3447640,3448986,"-"
"vnz_31170",1.96283781976665,0,"data_bldC",6896647,6897852,"-"
"vnz_01195",1.66660134841751,0,"data_bldC",264810,266012,"+"
"vnz_12095",-0.17938633356466,0,"data_bldC",2687220,2688689,"-"
"vnz_25785",0.397378748327643,0,"data_bldC",5638554,5639165,"-"
"vnz_12945",0.0777900496685207,0,"data_bldC",2882364,2882663,"+"
"vnz_13550",0.214226459251934,0,"data_bldC",3021520,3022830,"+"
"vnz_00300",-0.845409876594538,0,"data_bldC",64258,65310,"-"
"vnz_05655",1.58582182945541,0,"data_bldC",1311188,1312243,"-"
"vnz_15575",-1.22579176420728,0,"data_bldC",3465470,3465901,"-"
"vnz_17525",-1.45077240647121,0,"data_bldC",3870964,3871458,"+"
"vnz_07475",1.23473352452371,0,"data_bldC",1707641,1708024,"+"
"vnz_02695",-1.50148103227012,0,"data_bldC",649187,650170,"+"
"vnz_31430",-2.27313561179892,0,"data_bldC",6953778,6957470,"+"
"vnz_32930",-1.87871882500854,0,"data_bldC",7301418,7302185,"-"
"vnz_32055",-3.11701058977366,0,"data_bldC",7092516,7095875,"-"
"vnz_09665",1.03211332017018,0,"data_bldC",2193816,2194820,"+"
"vnz_04340",-0.195349747142483,0,"data_bldC",1028243,1028770,"+"
"vnz_00210",-1.92065929619159,0,"data_bldC",46725,47096,"+"
"vnz_27185",1.85512042619271,0,"data_bldC",5966070,5967494,"+"
"vnz_01390",1.19267351268254,0,"data_bldC",311037,312134,"-"
"vnz_02820",-0.707826075621884,0,"data_bldC",680784,681158,"-"
"vnz_01490",0.465684277099197,0,"data_bldC",336934,338124,"-"
"vnz_06895",0.527929000021265,0,"data_bldC",1576567,1578552,"-"
"vnz_03330",1.40722346989701,0,"data_bldC",810997,811581,"+"
"vnz_05125",2.2404632313676,0,"data_bldC",1202625,1204067,"-"
"vnz_12770",0.0418089703466084,0,"data_bldC",2845777,2846850,"-"
"vnz_26715",-1.35352789125829,0,"data_bldC",5853160,5853834,"+"
"vnz_17880",-0.86306178179983,0,"data_bldC",3951548,3952186,"-"
"vnz_28510",-0.353291469852085,0,"data_bldC",6263994,6264776,"-"
"vnz_07280",1.89033162303406,0,"data_bldC",1663862,1664650,"+"
"vnz_10435",-0.29084167689002,0,"data_bldC",2314372,2314971,"+"
"vnz_33250",0.613122456668984,0,"data_bldC",7377861,7379336,"+"
"vnz_33035",-0.103379307466679,0,"data_bldC",7331502,7331753,"-"
"vnz_03440",-0.215538510520019,0,"data_bldC",829325,830308,"-"
"vnz_18545",-0.289917236799557,0,"data_bldC",4095311,4095646,"+"
"vnz_13875",-1.58936312261086,0,"data_bldC",3101949,3103265,"+"
"vnz_22740",2.22646544896412,0,"data_bldC",4954757,4955905,"+"
"vnz_28455",-2.16895093857306,0,"data_bldC",6252275,6252901,"+"
"vnz_08905",1.07644876447773,0,"data_bldC",2027898,2028104,"+"
"vnz_20040",1.21408352063223,0,"data_bldC",4394150,4395631,"-"
"vnz_09740",0.263770311885133,0,"data_bldC",2205319,2206761,"-"
"vnz_32480",-1.24191448678531,0,"data_bldC",7194158,7195084,"-"
"vnz_04900",0.343607113663748,0,"data_bldC",1154915,1155583,"+"
"vnz_29920",-1.32262659845135,0,"data_bldC",6598615,6600444,"-"
"vnz_10540",0.679116776159887,0,"data_bldC",2335462,2335938,"+"
"vnz_13125",-2.14076510039948,0,"data_bldC",2915251,2915565,"+"
"vnz_15430",-1.93038623443285,0,"data_bldC",3438990,3440561,"+"
"vnz_24910",-1.35877263364411,0,"data_bldC",5422619,5423299,"-"
"vnz_28965",0.825513424287983,0,"data_bldC",6387414,6388100,"-"
"vnz_15625",-0.268154196341869,0,"data_bldC",3476668,3478338,"-"
"vnz_26945",-2.77774966363586,0,"data_bldC",5906501,5907418,"+"
"vnz_36050",-2.35815047677189,0,"data_bldC",8040524,8041132,"+"
"vnz_27625",-1.25670700968149,0,"data_bldC",6077787,6078665,"+"
"vnz_12130",1.36480152716588,0,"data_bldC",2695505,2696698,"-"
"vnz_27200",1.74355259986854,0,"data_bldC",5970783,5972570,"+"
"vnz_02350",3.91784224255479,0,"data_bldC",544111,544821,"+"
"vnz_24835",-0.675414624037841,0,"data_bldC",5407251,5408168,"+"
"vnz_11725",1.0656571455488,0,"data_bldC",2596983,2598110,"+"
"vnz_02930",-2.98574332682252,0,"data_bldC",709967,710536,"-"
"vnz_17770",2.82100953557494,0,"data_bldC",3928573,3929532,"+"
"vnz_13735",-0.955822022943755,0,"data_bldC",3069857,3071107,"-"
"vnz_25885",-0.0417240876191268,0,"data_bldC",5665905,5666111,"+"
"vnz_00280",-0.04040633263016,0,"data_bldC",61643,62470,"+"
"vnz_11585",-0.423587352887691,0,"data_bldC",2560220,2561503,"-"
"vnz_29075",-0.633924689882891,0,"data_bldC",6406162,6406401,"-"
"vnz_31540",2.14576874132221,0,"data_bldC",6977356,6978414,"-"
"vnz_19480",1.17114149011604,0,"data_bldC",4285056,4285799,"+"
"vnz_29210",-1.99534540466613,0,"data_bldC",6435384,6436226,"+"
"vnz_32515",0.858772896653554,0,"data_bldC",7201623,7202525,"-"
"vnz_14745",1.65143394356879,0,"data_bldC",3278460,3278822,"+"
"vnz_29760",1.47868732693012,0,"data_bldC",6551629,6553011,"+"
"vnz_20705",-0.360911861172957,0,"data_bldC",4537568,4539517,"+"
"vnz_07520",0.773290733434126,0,"data_bldC",1719652,1720587,"-"
"vnz_08785",0.700959428241937,0,"data_bldC",2000828,2001970,"-"
"vnz_08920",0.314981213642389,0,"data_bldC",2030376,2031572,"+"
"vnz_26280",1.49988249180196,0,"data_bldC",5740446,5741093,"+"
"vnz_18210",-1.70942274966571,0,"data_bldC",4020699,4022126,"-"
"vnz_09940",-0.401162208058802,0,"data_bldC",2246397,2247488,"-"
"vnz_33725",-0.355279208511216,0,"data_bldC",7488355,7490718,"-"
"vnz_04890",2.6525540843377,0,"data_bldC",1151570,1153216,"+"
"vnz_34215",-1.76359011335197,0,"data_bldC",7593279,7593509,"+"
"vnz_04670",0.484108854424996,0,"data_bldC",1093843,1094586,"-"
"vnz_23500",1.4187369220518,0,"data_bldC",5113390,5115300,"-"
"vnz_32825",1.5290320960834,0,"data_bldC",7280954,7281991,"+"
"vnz_23335",2.13128380217478,0,"data_bldC",5077875,5079245,"-"
"vnz_33455",0.278564396447694,0,"data_bldC",7429819,7431054,"+"
"vnz_18670",-2.5060815402645,0,"data_bldC",4118650,4120203,"-"
"vnz_01930",1.17993262583815,0,"data_bldC",432105,432986,"+"
"vnz_23495",1.31446305610464,0,"data_bldC",5112620,5113393,"-"
"vnz_10880",1.32380989851793,0,"data_bldC",2396963,2397982,"-"
"vnz_07105",1.63758952982585,0,"data_bldC",1625614,1626024,"-"
"vnz_09315",-0.162856921064375,0,"data_bldC",2122260,2123138,"+"
"vnz_08860",1.13644647750349,0,"data_bldC",2017697,2018506,"-"
"vnz_13220",-1.36029023493894,0,"data_bldC",2932901,2935219,"-"
"vnz_34880",-1.45270890396385,0,"data_bldC",7756534,7757163,"+"
"vnz_17440",3.36691834180897,0,"data_bldC",3848687,3849124,"+"
"vnz_16115",-1.29954006508547,0,"data_bldC",3584776,3585390,"-"
"vnz_31945",-1.30721659221745,0,"data_bldC",7065507,7066070,"+"
"vnz_20510",-1.68418127239293,0,"data_bldC",4494896,4495468,"+"
"vnz_28320",-1.70346420550665,0,"data_bldC",6211855,6212559,"-"
"vnz_17570",1.21401851940053,0,"data_bldC",3882970,3883293,"+"
"vnz_14585",0.590408402542319,0,"data_bldC",3243765,3245570,"-"
"vnz_13495",0.518838795305328,0,"data_bldC",3008375,3009538,"+"
"vnz_35875",-2.03270141165967,0,"data_bldC",8006662,8007033,"+"
"vnz_22490",-0.284329036183229,0,"data_bldC",4903577,4904752,"+"
"vnz_07070",2.11854511636892,0,"data_bldC",1617419,1618195,"+"
"vnz_02925",-3.49113980223524,0,"data_bldC",708113,709687,"-"
"vnz_35905",2.1456074786569,0,"data_bldC",8011638,8012123,"+"
"vnz_32565",-1.68674937942579,0,"data_bldC",7217232,7218140,"+"
"vnz_29535",1.86215430083589,0,"data_bldC",6505870,6507624,"+"
"vnz_17165",-3.7902854589581,0,"data_bldC",3797895,3799271,"-"
"vnz_06155",0.431745339259922,0,"data_bldC",1424509,1425348,"-"
"vnz_04390",-1.8780414868796,0,"data_bldC",1036902,1037423,"-"
"vnz_02135",0.603880987422245,0,"data_bldC",484139,484897,"-"
"vnz_33525",-0.712698109564916,0,"data_bldC",7443147,7444808,"+"
"vnz_32810",2.0520894410358,0,"data_bldC",7276914,7279034,"-"
"vnz_23260",-1.07705487791498,0,"data_bldC",5061904,5063892,"-"
"vnz_22515",1.71854659336572,0,"data_bldC",4910394,4911656,"+"
"vnz_16680",-1.34020248406369,0,"data_bldC",3703469,3703702,"+"
"vnz_02140",1.33294344962737,0,"data_bldC",484957,488190,"-"
"vnz_19370",-0.205767676072194,0,"data_bldC",4266070,4266756,"+"
"vnz_12735",-0.832621139954121,0,"data_bldC",2837262,2838608,"+"
"vnz_07445",1.12420027192827,0,"data_bldC",1701522,1702292,"+"
"vnz_08110",-2.17613328650961,0,"data_bldC",1853509,1854276,"-"
"vnz_29000",-1.64092660903253,0,"data_bldC",6392001,6393530,"+"
"vnz_31645",-1.75321906610518,0,"data_bldC",6998013,6998495,"+"
"vnz_17915",2.01558778884984,0,"data_bldC",3957169,3957555,"-"
"vnz_32690",-1.55429162500999,0,"data_bldC",7244624,7246894,"+"
"vnz_32915",1.23575933099659,0,"data_bldC",7298183,7299559,"-"
"vnz_28315",-1.44789187891481,0,"data_bldC",6209876,6211858,"-"
"vnz_13915",-1.26408718558501,0,"data_bldC",3107905,3109296,"-"
"vnz_18910",0.110950189684097,0,"data_bldC",4162640,4163428,"+"
"vnz_15025",1.08680347556974,0,"data_bldC",3347989,3349554,"-"
"vnz_23695",0.47830153138671,0,"data_bldC",5155245,5155910,"-"
"vnz_32475",-0.232879600517666,0,"data_bldC",7191866,7194169,"+"
"vnz_32225",1.68761446156838,0,"data_bldC",7134752,7135405,"+"
"vnz_27740",-1.10620279142189,0,"data_bldC",6101327,6102181,"-"
"vnz_10840",-1.09032319267327,0,"data_bldC",2391894,2392856,"+"
"vnz_23430",-1.52722534075001,0,"data_bldC",5095947,5097083,"-"
"vnz_24605",1.33303317476593,0,"data_bldC",5357428,5358315,"-"
"vnz_09475",2.22067713057453,0,"data_bldC",2153100,2154578,"-"
"vnz_21720",-1.3731026299705,0,"data_bldC",4740733,4741116,"+"
"vnz_29310",1.84021615568494,0,"data_bldC",6455190,6456212,"-"
"vnz_33115",-1.79493367896221,0,"data_bldC",7342397,7343362,"-"
"vnz_04080",1.23943074632645,0,"data_bldC",970919,971584,"+"
"vnz_25950",1.80918700587813,0,"data_bldC",5673402,5674106,"+"
"vnz_32900",0.181605038214628,0,"data_bldC",7296459,7296881,"+"
"vnz_12610",2.62298042274755,0,"data_bldC",2806983,2808800,"+"
"vnz_20315",-1.49879878791798,0,"data_bldC",4453906,4454763,"-"
"vnz_24375",-1.57036279104894,0,"data_bldC",5306076,5306825,"+"
"vnz_28020",1.44542944914382,0,"data_bldC",6151474,6152709,"-"
"vnz_08775",-0.760337072080082,0,"data_bldC",1997922,1998689,"-"
"vnz_12135",0.923889638316302,0,"data_bldC",2696880,2697845,"-"
"vnz_34720",-2.75202998602256,0,"data_bldC",7709651,7710730,"-"
"vnz_10710",0.855188222905971,0,"data_bldC",2363082,2363960,"+"
"vnz_11150",0.742785867278781,0,"data_bldC",2462233,2462580,"+"
"vnz_09660",0.311333975969333,0,"data_bldC",2193269,2193730,"-"
"vnz_10735",0.81903543124165,0,"data_bldC",2368509,2369543,"-"
"vnz_14170",1.04076044073169,0,"data_bldC",3142931,3143143,"-"
"vnz_20960",0.0291232989491021,0,"data_bldC",4593389,4595116,"+"
"vnz_22110",-0.94121613913437,0,"data_bldC",4821484,4823934,"+"
"vnz_22355",0.325477680247375,0,"data_bldC",4877492,4878265,"-"
"vnz_18205",-1.85980764624879,0,"data_bldC",4020197,4020640,"+"
"vnz_03815",0.30955680761746,0,"data_bldC",921594,922664,"-"
"vnz_02985",3.35263807234338,0,"data_bldC",725093,725932,"+"
"vnz_16820",0.0903840161830518,0,"data_bldC",3735902,3736441,"-"
"vnz_27265",-1.06603057762128,0,"data_bldC",5987533,5989386,"-"
"vnz_19675",0.707009202351703,0,"data_bldC",4320763,4321092,"+"
"vnz_03285",-0.604495055036732,0,"data_bldC",802955,803395,"+"
"vnz_13830",-1.33603875251878,0,"data_bldC",3090109,3092040,"-"
"vnz_13305",1.4247918514925,0,"data_bldC",2956806,2958110,"-"
"vnz_11205",0.499922946659436,0,"data_bldC",2475515,2476402,"-"
"vnz_24400",-1.35517025557023,0,"data_bldC",5309942,5310382,"-"
"vnz_33210",0.0895442219754801,0,"data_bldC",7369541,7370833,"+"
"vnz_26830",0.944013019418561,0,"data_bldC",5880761,5881153,"-"
"vnz_27135",-0.970822323665477,0,"data_bldC",5955378,5956238,"+"
"vnz_02365",1.7614455957045,0,"data_bldC",547977,549437,"+"
"vnz_07835",-0.346125849438707,0,"data_bldC",1789129,1789707,"-"
"vnz_30550",-1.42503272047055,0,"data_bldC",6741291,6741974,"-"
"vnz_17215",-5.00547538277392,0,"data_bldC",3809667,3810059,"+"
"vnz_13120",-0.310779351262263,0,"data_bldC",2912482,2914890,"-"
"vnz_02935",0.426874935512814,0,"data_bldC",711086,711724,"-"
"vnz_17400",1.60564190612401,0,"data_bldC",3842696,3843664,"-"
"vnz_30440",-1.65650824149521,0,"data_bldC",6716058,6717503,"+"
"vnz_09645",0.696683425400942,0,"data_bldC",2189910,2190623,"-"
"vnz_12075",0.270016831164788,0,"data_bldC",2684965,2685210,"-"
"vnz_28335",-1.50177039197247,0,"data_bldC",6215965,6218160,"-"
"vnz_17170",-5.38984348378206,0,"data_bldC",3799271,3800020,"-"
"vnz_17515",-2.19597759878715,0,"data_bldC",3865680,3866327,"+"
"vnz_26770",1.53164165089501,0,"data_bldC",5869049,5869816,"+"
"vnz_25100",0.421510135064954,0,"data_bldC",5464759,5465784,"+"
"vnz_03950",1.36788643798087,0,"data_bldC",948166,948894,"+"
"vnz_00985",-0.516722283000002,0,"data_bldC",221820,223028,"-"
"vnz_29965",-1.45783009576223,0,"data_bldC",6607577,6608863,"+"
"vnz_18340",0.19192981009045,0,"data_bldC",4052941,4053588,"+"
"vnz_20345",1.67318762448654,0,"data_bldC",4459927,4460211,"-"
"vnz_24560",-1.15788945166363,0,"data_bldC",5348247,5348858,"-"
"vnz_19485",1.91131292633619,0,"data_bldC",4285852,4286268,"-"
"vnz_18075",0.809659983762375,0,"data_bldC",3995314,3995994,"-"
"vnz_15135",-2.46623523996452,0,"data_bldC",3373528,3374226,"+"
"vnz_18185",-0.0850183986354175,0,"data_bldC",4017871,4018248,"-"
"vnz_08870",-1.80070307899812,0,"data_bldC",2019404,2019805,"+"
"vnz_02170",-0.086196167282343,0,"data_bldC",495115,498000,"-"
"vnz_35870",-1.76173150525905,0,"data_bldC",8005952,8006665,"+"
"vnz_31405",-1.75565688769852,0,"data_bldC",6947656,6949143,"+"
"vnz_01175",2.11447219127844,0,"data_bldC",260351,260767,"+"
"vnz_08340",-0.141265111023062,0,"data_bldC",1901743,1902378,"+"
"vnz_14945",0.928282096887146,0,"data_bldC",3324963,3325562,"-"
"vnz_27765",-0.111743621719842,0,"data_bldC",6106547,6106768,"-"
"vnz_19940",1.56608404339682,0,"data_bldC",4371808,4372767,"-"
"vnz_15930",0.747862511135401,0,"data_bldC",3546610,3547704,"-"
"vnz_36205",0.00527495140929786,0,"data_bldC",8072535,8073410,"+"
"vnz_12120",-0.114494500689965,0,"data_bldC",2693722,2695122,"-"
"vnz_16555",0.472056971359459,0,"data_bldC",3680545,3681753,"+"
"vnz_22095",-0.27021560195463,0,"data_bldC",4818844,4819554,"+"
"vnz_14905",1.37267271311445,0,"data_bldC",3317767,3319335,"+"
"vnz_27550",0.409230674140536,0,"data_bldC",6057787,6059193,"+"
"vnz_00950",-0.962933010375863,0,"data_bldC",215624,216271,"+"
"vnz_14925",-1.74466712168381,0,"data_bldC",3323052,3323618,"+"
"vnz_19390",0.40129769812846,0,"data_bldC",4268943,4269308,"-"
"vnz_02475",0.511468062416449,0,"data_bldC",583646,585106,"-"
"vnz_00715",0.265647975246187,0,"data_bldC",161454,161900,"+"
"vnz_30065",-0.0784619914328615,0,"data_bldC",6631144,6631977,"-"
"vnz_11215",-1.18920869781532,0,"data_bldC",2478138,2479175,"+"
"vnz_13455",-0.537927866970351,0,"data_bldC",2995259,2996401,"+"
"vnz_06890",-0.203212540904382,0,"data_bldC",1575304,1576419,"-"
"vnz_00760",-0.104909840229987,0,"data_bldC",171650,172717,"+"
"vnz_20965",-0.4399674149372,0,"data_bldC",4595092,4596279,"-"
"vnz_28310",-1.52143376470612,0,"data_bldC",6207755,6209839,"-"
"vnz_20170",-1.12943794635987,0,"data_bldC",4426846,4430550,"+"
"vnz_01625",1.32102025224973,0,"data_bldC",370909,371634,"-"
"vnz_36555",-1.45296018030408,0,"data_bldC",8171800,8172045,"+"
"vnz_10705",0.884784300375828,0,"data_bldC",2361793,2363007,"+"
"vnz_03575",0.641782053343705,0,"data_bldC",857003,857647,"+"
"vnz_03350",-1.45252932322538,0,"data_bldC",814640,814873,"-"
"vnz_23285",-0.32550448419726,0,"data_bldC",5069000,5069497,"+"
"vnz_04580",-1.57740488550337,0,"data_bldC",1075551,1076198,"+"
"vnz_36150",1.17723842476285,0,"data_bldC",8060066,8061049,"+"
"vnz_17560",0.867239289731783,0,"data_bldC",3879606,3881435,"+"
"vnz_28705",0.832270867874629,0,"data_bldC",6314452,6316074,"-"
"vnz_08695",0.529429232294998,0,"data_bldC",1981072,1981548,"+"
"vnz_23770",0.603263224185324,0,"data_bldC",5169387,5170253,"+"
"vnz_09435",0.719938349677092,0,"data_bldC",2146330,2147595,"+"
"vnz_00460",1.60517524588212,0,"data_bldC",103168,103734,"-"
"vnz_13370",-0.711776664681571,0,"data_bldC",2972121,2973308,"-"
"vnz_17755",0.185887861182057,0,"data_bldC",3925715,3926377,"-"
"vnz_18335",-0.223832723937966,0,"data_bldC",4051475,4052878,"+"
"vnz_00215",-1.56307854673662,0,"data_bldC",47146,48159,"+"
"vnz_10510",-1.1097181803927,0,"data_bldC",2326147,2326731,"+"
"vnz_14955",2.05534780350808,0,"data_bldC",3327879,3328898,"-"
"vnz_08235",1.42958859099955,0,"data_bldC",1876955,1878415,"-"
"vnz_28805",-0.364003728285918,0,"data_bldC",6343182,6345320,"-"
"vnz_10400",-0.820948257500616,0,"data_bldC",2310244,2310726,"+"
"vnz_14685",-1.18819450225954,0,"data_bldC",3268408,3268902,"+"
"vnz_00465",2.09794790498429,0,"data_bldC",103740,104096,"-"
"vnz_04385",-1.99521840429026,0,"data_bldC",1035682,1036908,"-"
"vnz_01240",-1.09881029304567,0,"data_bldC",272479,273000,"-"
"vnz_15570",-1.17241373119707,0,"data_bldC",3464975,3465370,"-"
"vnz_14415",-0.416718132108228,0,"data_bldC",3204247,3205431,"-"
"vnz_18660",-1.0496563117068,0,"data_bldC",4116643,4116939,"-"
"vnz_11170",1.02801575983839,0,"data_bldC",2465537,2465950,"-"
"vnz_28035",-0.761159729360996,0,"data_bldC",6155543,6155824,"+"
"vnz_02265",0.767616431352136,0,"data_bldC",515207,515599,"-"
"vnz_19680",0.520837640117498,0,"data_bldC",4321089,4321331,"+"
"vnz_33830",0.792559453898334,0,"data_bldC",7506238,7507278,"-"
"vnz_20085",1.13046154108115,0,"data_bldC",4408599,4409276,"-"
"vnz_03685",0.519663822443339,0,"data_bldC",885379,885819,"-"
"vnz_17355",-0.0984673413046955,0,"data_bldC",3836274,3836687,"-"
"vnz_12145",1.12664212626503,0,"data_bldC",2698348,2698827,"-"
"vnz_31215",0.631904259292948,0,"data_bldC",6909939,6910829,"+"
"vnz_26870",-0.292383299763822,0,"data_bldC",5889115,5890005,"-"
"vnz_03530",-0.716376344766751,0,"data_bldC",847249,847890,"+"
"vnz_04990",1.13001897337705,0,"data_bldC",1171958,1173385,"-"
"vnz_31825",1.06652232647875,0,"data_bldC",7036544,7037215,"+"
"vnz_27060",0.0223006241570591,0,"data_bldC",5930891,5931760,"+"
"vnz_16685",-1.15989354289179,0,"data_bldC",3703707,3704621,"-"
"vnz_04575",-1.45720317373835,0,"data_bldC",1074824,1075507,"+"
"vnz_05285",-0.473584433511293,0,"data_bldC",1237299,1237799,"+"
"vnz_15465",1.11290767644182,0,"data_bldC",3446942,3447643,"-"
"vnz_00470",2.28607980619785,0,"data_bldC",104156,104593,"-"
"vnz_04065",1.89693150789791,0,"data_bldC",968407,969687,"+"
"vnz_32520",2.68367734675201,0,"data_bldC",7202530,7203534,"-"
"vnz_08655",1.10556619428913,0,"data_bldC",1973056,1974270,"-"
"vnz_31200",0.176232518693591,0,"data_bldC",6905407,6907197,"+"
"vnz_06235",-0.552532134920082,0,"data_bldC",1438859,1439944,"-"
"vnz_31595",0.180262033138153,0,"data_bldC",6986923,6988041,"+"
"vnz_08645",0.947744352568586,0,"data_bldC",1971818,1972477,"-"
"vnz_18885",-1.07113216965857,0,"data_bldC",4157738,4158418,"+"
"vnz_23415",-0.12103949910693,0,"data_bldC",5091502,5094171,"+"
"vnz_10415",1.50763751364602,0,"data_bldC",2311708,2312628,"+"
"vnz_04650",2.20339660155718,0,"data_bldC",1090531,1090896,"+"
"vnz_16270",0.348154791529444,0,"data_bldC",3614496,3615698,"-"
"vnz_26500",0.813083027915727,0,"data_bldC",5789911,5790495,"-"
"vnz_12405",1.07857316424941,0,"data_bldC",2754243,2756453,"+"
"vnz_21500",2.92620792259255,0,"data_bldC",4707267,4707836,"-"
"vnz_06410",0.536809903832991,0,"data_bldC",1473354,1474016,"-"
"vnz_33655",-2.87439818999175,0,"data_bldC",7472221,7472778,"-"
"vnz_28575",1.43346935822939,0,"data_bldC",6275527,6276621,"+"
"vnz_04830",0.437895141384368,0,"data_bldC",1136540,1138084,"-"
"vnz_12170",-0.12819856428596,0,"data_bldC",2703346,2704317,"-"
"vnz_22535",-0.90199357399901,0,"data_bldC",4914115,4914774,"-"
"vnz_14250",0.606018636344864,0,"data_bldC",3158778,3160064,"-"
"vnz_28170",-2.01041342581284,0,"data_bldC",6182114,6183493,"-"
"vnz_31755",1.27002633362537,0,"data_bldC",7020609,7021550,"-"
"vnz_03650",-1.51685737389208,0,"data_bldC",879377,881014,"+"
"vnz_32865",-1.41934337819857,0,"data_bldC",7288759,7289274,"+"
"vnz_08065",1.63537487287172,0,"data_bldC",1841051,1841770,"-"
"vnz_19240",1.17190940484076,0,"data_bldC",4239791,4240411,"+"
"vnz_04785",-0.0147579526356797,0,"data_bldC",1123420,1124607,"+"
"vnz_24515",-1.1909714594102,0,"data_bldC",5332176,5333192,"+"
"vnz_15860",1.70531183649376,0,"data_bldC",3530370,3531950,"-"
"vnz_12175",-0.395794914893744,0,"data_bldC",2704314,2704652,"-"
"vnz_16225",0.0812515977492046,0,"data_bldC",3608191,3608700,"-"
"vnz_09640",0.85644064734242,0,"data_bldC",2189413,2189850,"+"
"vnz_30610",-2.41443181212713,0,"data_bldC",6755831,6757072,"+"
"vnz_23555",2.44570532917882,0,"data_bldC",5129123,5130751,"+"
"vnz_06305",1.35264064491324,0,"data_bldC",1453382,1454311,"-"
"vnz_01505",1.1680053309352,0,"data_bldC",339573,339836,"+"
