Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts wildtype Replicate 1	Raw Counts wildtype Replicate 2	Raw Counts wildtype Replicate 3	Raw Counts wildtype Replicate 4	Normalized Counts wildtype Replicate 1	Normalized Counts wildtype Replicate 2	Normalized Counts wildtype Replicate 3	Normalized Counts wildtype Replicate 4	RPKM wildtype	Expression wildtype	Raw Counts TopA_overexpression Replicate 1	Raw Counts TopA_overexpression Replicate 2	Raw Counts TopA_overexpression Replicate 3	Normalized Counts TopA_overexpression Replicate 1	Normalized Counts TopA_overexpression Replicate 2	Normalized Counts TopA_overexpression Replicate 3	RPKM TopA_overexpression	Expression TopA_overexpression	pValue wildtype vs TopA_overexpression	qValue wildtype vs TopA_overexpression

250691	250691	250164	250164	-	-	SCO0261	acetyltransferase	3	6	7	0	6261	9934	16737	0	6	15	2	8	7	2166	9504	15344	5	17	0,957649352	1

250805	250805	251740	251740	+	-	SCO0262	LysR family transcriptional regulator	22	33	19	33	44665	54235	42111	67848	22	55	92	68	31	75837	74847	62676	32	75	0,086457502	0,567423226

	252879	251764		-	-	SCO0263	oxidoreductase	4	2	4	2	8338	4842	9428	5405	2	6	11	4	2	9293	4799	5842	2	5	0,647260195	1

	252946	253398		+	-	SCO0264	transcriptional regulator	0	2	5	4	1737	4778	12389	8912	5	15	11	8	3	9779	9338	7133	8	19	0,727873701	1

	253499	254290		+	-	SCO0265	hydroxylase	13	21	11	11	27220	34904	23313	24085	13	34	33	17	10	27214	19202	20803	12	28	0,430328501	1

	255309	254332		-	-	SCO0266	transcriptional regulator	1	3	1	0	2164	5100	3862	0	1	2	3	5	2	3093	6330	6055	2	5	0,227932723	1

	255311	256087		+	-	SCO0267	hydrolase	0	0	0	0	0	715	1891	1786	0	1	0	0	0	677	0	1620	0	0	0,241572398	1

256230	256281	256442	256446	+	-	SCO0268	hypothetical protein	76	79	8	19	148451	129040	18530	38971	208	516	100	115	35	81979	127236	71929	243	578	0,41150573	1

	256526	259687		+	-	SCO0269	hypothetical protein	18	19	7	19	36054	31879	14915	39510	3	9	48	33	13	39401	37023	27268	4	10	0,661993497	1

	259684	261084		+	-	SCO0270	hypothetical protein	4	5	0	1	9503	8213	0	3097	1	3	9	10	1	7713	11506	2155	2	5	0,59398068	1

	261366	262319		+	-	SCO0271	binding-protein-dependent transport protein	0	0	1	1	0	0	2763	2083	0	1	0	0	0	0	0	0	0	0	1	1

	262330	263220		+	-	SCO0272	binding-protein-dependent transport protein	0	0	0	0	0	0	0	0	0	0	2	0	0	2112	939	0	0	1	1	1

	263285	264634		+	-	SCO0273	substrate binding protein	0	0	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	264764	266263		+	-	SCO0274	alpha-galactosidase	0	3	0	0	0	5011	1941	0	0	1	1	0	0	1434	1011	0	0	0	0,060720891	1

	266356	267513		+	-	SCO0275	transcriptional repressor protein	7	10	6	2	15105	16370	14727	4353	4	10	24	14	2	20199	15863	5450	5	11	0,976192252	1

	267585	268838		+	-	SCO0276	oxidoreductase	5	5	5	8	9892	9588	12370	17452	3	9	8	12	5	7280	13341	11915	3	8	0,481281657	1

269688	269688	269020	268782	-	-	SCO0277	hypothetical protein	16	17	24	17	31618	27721	51470	36003	21	54	39	28	19	32074	31726	40368	20	51	0,832241265	1

	269783	270397		+	-	SCO0278	MutT domain-containing protein	0	3	1	0	1795	4963	4040	0	1	4	3	2	3	2902	2244	6251	2	6	0,610657247	1

	270477	271748		+	-	SCO0279	glycosyl hydrolase	3	1	4	0	6038	2710	9141	1311	1	3	7	8	4	6482	9366	9983	2	6	0,187846159	1

	272469	271768		-	-	SCO0280	hypothetical protein	0	4	0	1	0	6507	1267	3963	1	4	2	2	0	2024	2753	1861	1	3	0,2852569	1

	272834	272466		-	-	SCO0281	hypothetical protein	0	1	1	1	0	2381	4011	2670	2	6	0	1	0	70	1166	0	0	1	5,53E-07	1

	272892	273656		+	-	SCO0282	deoR family transcriptional regulator	4	11	9	8	7989	18984	20065	17276	8	21	22	15	1	18432	16537	2965	7	16	0,296996722	1

	274595	274101		-	-	SCO0283	hypothetical protein	0	0	1	1	601	0	3446	2065	1	3	3	0	2	2740	928	5752	2	6	0,133682546	1

	274763	276805		+	-	SCO0284	alpha-galactosidase	0	1	0	0	0	2686	0	1655	0	0	2	1	0	2261	1548	1798	0	0	0,364683667	1

	276938	278827		+	-	SCO0285	sodium/proton antiporter	16	8	9	18	31938	13538	20768	38068	5	13	22	19	5	18274	20977	10455	3	8	0,062199271	1

279428	279416	278910	278906	-	-	SCO0286	peptidoglycan binding protein	19	23	8	12	38190	38798	19045	25537	23	59	59	71	59	49027	78978	120170	60	163	3,58E-07	1,17E-05

	279691	280695		+	-	SCO0287	regulatory protein	9	8	5	4	17687	13675	11013	8586	4	12	42	17	10	34411	19119	21435	10	24	0,020443212	0,215182212

	281132	280692		-	-	SCO0288	hypothetical protein	1	0	0	0	3184	1118	1733	1730	1	4	1	4	1	1392	4876	2279	2	6	0,539674189	1

	282157	281129		-	-	SCO0289	transcriptional regulator	5	6	11	14	10358	9983	24175	29695	6	18	22	19	7	18544	21602	14355	7	17	0,889926077	1

	282491	283801		+	-	SCO0290	solute-binding protein	0	0	0	0	0	0	485	0	0	0	1	1	0	918	1133	0	0	0	3,21E-06	1

	283798	284700		+	-	SCO0291	binding protein dependent transport protein	0	0	0	0	0	0	703	1990	0	0	0	2	0	0	2786	0	0	1	0,745764232	1

	284702	285598		+	-	SCO0292	sugar ABC-transporter integral membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	285714	288104		+	-	SCO0293	beta-xylosidase	0	0	0	0	0	1142	0	1348	0	0	0	0	0	0	0	685	0	0	0,039132493	1

	288840	288187		-	-	SCO0294	acetyltransferase	0	0	1	0	0	1126	3694	1460	0	2	1	4	0	860	4401	0	1	2	0,908046411	1

	290456	288987		-	-	SCO0295	transmembrane efflux protein	1	4	1	1	3494	7754	4011	3507	1	3	8	2	0	6790	2432	0	1	2	0,179911418	1

290584	290584	291165	291165	+	-	SCO0296	transcriptional regulator	10	14	5	19	19697	24117	11250	39771	16	40	23	22	20	19035	25019	40573	18	48	0,556587635	1

291315	291315	292592	292729	+	-	SCO0297	hypothetical protein	53	67	17	22	105145	109307	38001	44692	23	58	61	79	26	50000	87891	52693	20	49	0,769350733	1

293519	293519	292656	292656	-	-	SCO0298	LysR family transcriptional regulator	27	38	28	25	53868	62545	59572	50637	25	65	64	49	23	52540	54257	46682	24	59	0,890889033	1

	293613	294497		+	-	SCO0299	oxidoreductase	4	9	0	2	9717	16193	2069	5721	3	9	5	7	1	4906	7779	2119	2	5	0,062770568	1

	296305	294494		-	-	SCO0300	monooxygenase	7	19	5	7	14862	32153	11369	15592	4	10	22	21	4	18503	23344	9422	4	9	0,702777328	1

	296471	297499		+	-	SCO0301	lipoprotein	0	0	0	0	1727	0	0	0	0	0	2	0	0	2340	270	0	0	0	0,210031706	1

	298108	297515	297515	-	-	SCO0302	TetR family transcriptional regulator	9	12	9	8	18211	20159	20946	17248	12	32	27	19	6	22860	21010	12628	14	31	0,918393061	1

	298311	298105		-	-	SCO0303	hypothetical protein	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	298836	298468		-	-	SCO0304	hypothetical protein	0	0	0	0	0	0	1505	0	0	1	0	0	0	0	0	0	0	0	1	1

	299213	302092		+	-	SCO0305	hypothetical protein	8	6	11	5	17173	10618	25383	10345	2	5	21	11	17	17663	12158	35052	2	7	0,306120645	1

	303084	303971		+	-	SCO0307	DNA-binding protein	10	13	6	13	19939	21888	13568	26551	9	23	14	17	9	11513	19562	20135	7	19	0,449981789	1

	304026	305429		+	-	SCO0308	hypothetical protein	3	5	0	5	5921	8969	2020	10987	1	4	8	6	2	7151	7409	4354	1	4	0,55010179	1

	306625	305537		-	-	SCO0309	amide hydrolase	1	1	0	0	1980	2839	2089	1628	0	1	2	2	1	1708	2355	3286	0	2	0,991271536	1

307466	307466	306816	306768	-	-	SCO0310	TetR family transcriptional regulator	11	19	16	20	21881	31606	34148	41966	19	49	36	13	13	29571	15133	26520	15	36	0,21924651	0,97275056

	307575	309131		+	-	SCO0311	ligase	0	0	0	1	0	0	0	2716	0	0	2	0	0	1742	669	0	0	0	0,793112275	1

	309147	310316		+	-	SCO0312	acyl-CoA dehydrogenase	0	1	0	0	0	3145	0	0	0	0	0	1	0	810	1139	0	0	0	0,363662732	1

	310378	311727		+	-	SCO0313	transmembrane transport protein	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	1	1

	311724	313670		+	-	SCO0314	hypothetical protein	0	0	1	0	0	1407	2842	0	0	0	1	0	0	877	669	0	0	0	0,113611361	1

	315055	313697		-	-	SCO0315	decarboxylase	2	3	0	3	4271	6153	1683	6623	1	3	8	1	0	7022	1155	1139	1	2	0,193005057	1

	316921	315254		-	-	SCO0316	DNA-binding protein	0	3	5	1	844	5317	11696	2707	1	3	23	8	1	19047	9222	2867	3	6	0,075739108	1

	318237	316975		-	-	SCO0317	transmembrane transport protein	3	1	5	3	7280	3064	10993	7898	2	5	13	6	6	10706	7514	13625	3	8	0,422965585	1

	319345	318329		-	-	SCO0318	oxidoreductase	0	0	0	0	0	0	0	0	0	0	21	7	0	17255	8454	1415	4	8	1	1

	320008	319499		-	-	SCO0319	hypothetical protein	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	1	1

	320110	320583		+	-	SCO0320	hypothetical protein	0	0	0	1	1621	699	0	2474	0	2	2	0	0	2178	0	0	0	1	0,181111995	1

	320699	322255		+	-	SCO0321	carboxylesterase	3	8	7	2	6756	14576	15143	5460	2	6	16	18	0	13546	20192	1861	3	7	0,955490147	1

	323938	322244		-	-	SCO0322	ABC transport ATP-binding subunit	1	1	1	0	2999	1785	2436	1897	0	1	7	0	2	6415	1033	5013	1	2	0,238783638	1

	325069	324467		-	-	SCO0323	hypothetical protein	0	0	1	1	0	0	2961	2307	0	2	2	0	0	1991	923	0	0	1	0,223658859	1

	327616	325238		-	-	SCO0324	hypothetical protein	1	3	12	1	3465	5357	27523	2400	1	4	1	0	1	1384	0	2190	0	0	1,59E-24	1

	327899	328264		+	-	SCO0325	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	1	1

	328333	329301	329301	+	-	SCO0326	hypothetical protein	8	11	7	8	16396	19346	15638	16829	6	17	38	21	12	31846	23968	24329	11	27	0,112025323	0,666763405

330189	330235	331365	331365	+	-	SCO0329	esterase	12	12	12	16	25317	19660	27235	32868	9	23	31	25	17	25937	28408	35657	10	26	0,65084824	1

	331504	332253		+	fabG	SCO0330	3-ketoacyl-ACP reductase	3	8	0	1	6251	13281	1861	2363	3	7	0	4	2	0	5147	4728	1	4	0,068213511	1

	332311	333210		+	-	SCO0331	short chain oxidoreductase	0	2	1	0	1300	3475	3426	1255	1	2	2	5	0	1883	5529	819	1	3	0,968014161	1

	333529	334149		+	-	SCO0332	transcriptional regulator	1	7	6	5	2388	12854	13776	11740	6	16	10	11	1	8661	12617	3134	5	13	0,312495977	1

	335734	334223		-	-	SCO0333	dioxygenase	0	0	0	2	1203	0	1237	4558	0	1	1	2	1	902	2742	2546	0	1	0,960982284	1

	335948	336292		+	-	SCO0334	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	336333	339467		+	-	SCO0335	hypothetical protein	13	23	7	10	27055	37639	16925	22178	3	8	17	5	4	14000	6435	9600	1	3	2,34E-05	1

	340630	339521		-	-	SCO0336	hypothetical protein	2	1	1	1	4815	3032	2149	3516	1	3	3	3	0	2607	4285	1077	1	2	0,354420311	1

340752	340752	341318	341476	+	-	SCO0337	transcriptional regulator	8	12	10	8	16580	20698	23294	17443	13	34	26	17	12	21471	19069	25077	15	38	0,706475933	1

	341909	341370		-	-	SCO0338	dehydrogenase	1	0	0	0	3261	1528	0	1962	1	3	1	2	0	1027	2952	1139	1	3	0,735700861	1

	341992	342561		+	-	SCO0339	dehydrogenase	0	0	0	0	0	0	0	0	0	0	4	0	0	3671	0	0	1	2	1	1

343165	343165	342578	342578	-	-	SCO0340	hypothetical protein	24	28	32	21	48461	46126	68871	43929	34	88	57	56	23	47251	61832	46504	36	88	0,754034475	1

	345663	343234		-	-	SCO0341	large hypothetical protein	0	0	0	0	0	1391	0	0	0	0	1	1	0	1492	1924	1798	0	0	4,36E-04	1

	347706	345817		-	-	SCO0342	hypothetical protein	0	0	2	0	0	0	6160	1507	0	1	0	1	2	561	1747	4239	0	1	0,979515082	1

	347814	348083		+	-	SCO0343	hypothetical protein	0	3	1	1	0	5027	2733	2530	3	9	3	1	0	3064	1736	0	3	5	0,071202873	1

	348137	349381		+	-	SCO0344	GntR family transcriptional regulator	2	4	3	1	5446	8036	7903	3944	2	5	23	2	7	19056	3002	14765	4	9	0,080939257	1

	350201	349419		-	-	SCO0345	IclR family regulatory protein	3	5	3	2	6232	8237	7299	5349	3	8	11	14	5	9704	16040	10775	6	15	0,134578969	1

	350474	351352		+	-	SCO0346	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	1	1	0	3	2582	3161	0	6661	1	3	4	2	0	4008	2919	908	1	2	0,443801989	1

	351529	352779		+	-	SCO0347	racemase	0	1	1	3	0	2445	2307	7498	0	2	11	2	5	9230	2786	10330	2	5	0,037302061	1

	352776	353795		+	-	SCO0348	2-hydroxyacid dehydrogenase	0	1	0	1	0	1986	0	2074	0	0	1	0	0	989	508	854	0	0	0,289776372	1

	353801	354805		+	-	SCO0349	oxidoreductase	0	0	1	2	931	1608	3278	4112	0	2	4	1	0	3309	1564	926	0	1	0,326886028	1

	354802	355686		+	-	SCO0350	hypothetical protein	0	0	0	0	0	1061	475	0	0	0	5	0	0	4228	724	0	1	1	0,003004047	1

	355683	357158		+	-	SCO0351	hypothetical protein	0	0	0	1	1174	595	0	3758	0	0	4	0	0	3571	857	1460	0	1	0,659862117	1

	357209	358477		+	-	SCO0352	solute-binding protein	5	0	5	0	10697	1568	12231	0	1	4	9	8	3	7555	9001	7516	2	6	0,656004625	1

	358481	359392		+	-	SCO0353	binding protein dependent transport protein	0	0	0	0	1077	1351	1237	1776	0	1	3	0	2	2785	978	5387	1	3	0,085382857	1

	359389	360231		+	-	SCO0354	binding-protein-dependent transport protein	0	0	2	0	0	1496	4852	0	0	1	2	1	2	2137	1548	4479	1	3	0,331269639	1

	360305	360646		+	-	SCO0355	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	360674	361465		+	-	SCO0356	oxidoreductase	0	0	0	0	1232	1126	0	0	0	0	3	4	0	2731	4406	0	1	3	0,001377129	1

362484	362478	361759	361759	-	-	SCO0357	GntR family transcriptional regulator	32	26	17	21	63780	42361	37743	43706	25	65	41	29	19	34253	32030	38792	19	48	0,26670331	1

	362635	363777		+	-	SCO0358	racemase	6	7	5	8	13503	11656	11557	16894	4	11	12	15	7	10349	17024	14720	4	12	0,929673222	1

	363774	364496		+	-	SCO0359	hypothetical protein	1	4	0	1	2999	7248	0	3042	1	4	14	8	2	11679	9100	5850	5	12	0,01240868	1

365551	365551	364559	364558	-	-	SCO0360	LacI family DNA-binding transcriptional repressor	14	12	14	20	28259	20979	30880	41631	11	30	30	21	13	24690	24073	28016	10	25	0,46866189	1

	366795	365623		-	-	SCO0361	hypothetical protein	2	3	2	2	5844	6411	4615	5870	1	4	12	9	4	9846	10212	9947	3	8	0,17529731	1

	366935	368146		+	-	SCO0362	racemase	0	0	1	0	0	0	3951	0	0	0	2	1	1	2041	1736	3749	0	2	0,05500011	1

	368143	369252		+	-	SCO0363	hypothetical protein	0	0	0	0	0	1061	0	1469	0	0	1	5	0	1064	6247	0	0	2	0,003994512	1

	369249	370055		+	-	SCO0364	enoyl-CoA hydratase	0	0	0	2	0	217	0	4223	0	1	1	3	0	898	3422	1576	0	2	0,323058206	1

	370066	370812		+	-	SCO0365	oxidoreductase	0	0	0	0	242	1005	0	0	0	0	0	2	0	33	2736	0	0	1	0,059166117	1

	370809	371876		+	-	SCO0366	hypothetical protein	3	2	1	0	7368	3628	3971	1907	1	3	5	4	0	4162	4627	0	1	2	0,227190756	1

	372478	371921		-	-	SCO0367	hypothetical protein	0	2	0	0	349	3531	1158	1218	1	2	5	3	1	4212	3372	2609	2	6	0,100298164	1

372961	373045	374001	374001	+	-	SCO0368	transposase	16	20	12	13	31987	33448	27394	27435	12	31	279	121	47	228993	134087	96856	73	160	5,79E-29	4,56E-27

	377255	373998		-	-	SCO0369	hypothetical protein	0	1	0	0	0	2879	0	1404	0	0	1	0	0	848	0	0	0	0	0,002186446	1

	380690	377286		-	-	SCO0370	DNA-binding protein	0	0	0	0	0	981	1465	0	0	0	0	0	0	349	0	0	0	0	5,05E-07	1

	383360	380751		-	-	SCO0371	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	1	0	498	2095	0	0	0	1	1

	386592	383578		-	-	SCO0372	hypothetical protein	1	1	0	0	2407	2107	1208	0	0	0	0	5	1	0	5678	3758	0	1	0,098292741	1

	387360	386761		-	-	SCO0373	hypothetical protein	1	0	0	1	2310	0	1980	2623	1	2	8	10	1	6902	11334	2172	5	11	1,55E-04	1

	387750	389519		+	-	SCO0374	ABC transporter	1	3	0	0	2621	6403	1138	967	0	1	1	3	0	1392	3367	0	0	0	0,076750847	1

	391123	389531		-	-	SCO0375	integral membrane transport protein	0	1	1	0	0	1737	3852	1134	0	1	5	1	0	4852	1266	0	0	1	0,913131046	1

	391232	391834		+	-	SCO0376	transcriptional regulator	7	9	5	6	13988	14841	12469	12410	8	22	11	12	3	9264	13341	7890	7	16	0,239180033	1

	392483	391950		-	-	SCO0377	hypothetical protein	0	1	0	0	0	2171	0	465	0	1	0	0	0	0	0	1113	0	0	0,203174371	1

	393218	392484		-	-	SCO0378	hypothetical protein	0	2	0	1	0	3266	1089	3274	1	2	0	3	0	0	3964	801	0	2	0,41356309	1

393488	393498	394961	394978	+	-	SCO0379	catalase	101	140	92	108	198369	228203	196721	219136	56	143	194	253	161	159509	278773	326520	66	174	0,391389581	1

395065	395065	395460	395508	+	-	SCO0380	hypothetical protein	0	1	3	3	1242	2928	7427	6279	4	11	3	2	6	3018	2869	12975	5	15	0,586380821	1

	395939	397414		+	-	SCO0381	glycosyl transferase	5	1	1	3	10494	1890	3555	7293	1	3	8	1	2	6681	1769	4247	1	2	0,277183898	1

	397485	398810		+	-	SCO0382	UDP-glucose/GDP-mannose dehydrogenase	2	0	0	1	4931	249	1990	3088	0	1	3	10	4	2519	12031	8388	2	5	0,004807878	1

	398881	400104		+	-	SCO0383	hypothetical protein	2	5	5	2	4485	9379	12399	4530	2	6	8	4	4	6794	4782	8397	2	5	0,468550231	1

	400179	401468		+	-	SCO0384	hypothetical protein	0	4	4	1	1058	7730	10577	3470	1	4	6	1	1	5692	2145	3179	1	2	0,161016222	1

	401465	403030		+	-	SCO0385	hypothetical protein	1	1	2	2	2203	2244	4743	4670	0	2	4	0	0	3405	569	0	0	0	0,00560235	1

	403034	404968		+	-	SCO0386	asparagine synthetase	3	2	0	5	6426	4440	0	10810	1	2	6	2	2	5426	2880	4390	0	2	0,370204239	1

	405070	407250		+	-	SCO0387	bi-domain-containing oxidoreductase	0	1	2	1	1194	1898	5437	2986	0	1	9	9	0	7446	10190	1496	1	2	0,082199824	1

	407253	409214		+	-	SCO0388	hypothetical protein	1	0	1	2	3057	0	2149	5758	0	1	6	5	0	5351	6474	0	0	2	0,579014984	1

	409237	410772		+	-	SCO0389	lipoprotein	0	3	1	1	1174	4979	3387	3693	0	2	8	0	0	6577	0	1611	0	1	0,421916651	1

	410774	412006		+	-	SCO0390	hypothetical protein	0	0	0	0	0	410	0	0	0	0	3	0	0	2790	0	0	0	0	1,17E-16	1

	412009	413250		+	-	SCO0391	transferase	0	0	1	1	1582	0	2723	2195	0	1	0	1	0	503	1470	0	0	0	0,039592556	1

	413247	414497		+	-	SCO0392	methyltransferase	0	2	0	2	0	4038	911	4502	0	1	1	0	0	1550	829	837	0	0	0,030860711	1

	414494	415303		+	-	SCO0393	transferase	0	2	1	0	0	3354	3882	1265	1	2	4	3	0	3542	4262	1932	1	4	0,458026271	1

	415300	415947		+	-	SCO0394	hypothetical protein	1	2	0	0	3446	4352	0	0	1	3	2	2	0	1654	3151	0	1	2	0,396114536	1

	415951	416976		+	-	SCO0395	epimerase/dehydratase	0	2	0	1	1067	3756	1455	3953	1	2	4	4	0	4066	5208	0	1	3	0,877974183	1

	416973	418247		+	-	SCO0396	hypothetical protein	2	4	2	4	5125	8020	6199	8596	2	5	3	3	1	3197	3599	2511	1	2	0,010703704	1

	418253	419542		+	-	SCO0397	hypothetical protein	3	3	0	1	6921	5092	0	3721	1	3	3	0	0	2765	575	0	0	0	1,63E-04	1

	419539	420486		+	-	SCO0398	glycosyl transferase	0	0	0	0	970	1230	0	0	0	0	0	2	0	790	2548	1683	0	1	0,032459831	1

	420492	421715		+	-	SCO0399	hypothetical protein	2	2	0	1	4436	4448	0	2474	0	2	2	1	0	2345	1338	0	0	1	0,017964011	1

	421712	422263		+	-	SCO0400	epimerase	0	0	0	0	398	740	0	0	0	0	3	2	1	3130	2465	2119	2	4	7,23E-13	1

	422271	423596		+	-	SCO0401	glutamate-1-semialdehyde 2,1-aminomutase	0	3	1	1	698	5896	4219	3004	1	2	4	4	0	3288	4572	0	0	1	0,308902282	1

424492	424406	423654	423654	-	-	SCO0402	hypothetical protein	23	21	10	15	45811	34510	21649	30858	17	44	61	30	11	50781	33556	23457	21	47	0,765141721	1

425226	425226	424609	424609	-	-	SCO0403	hypothetical protein	5	4	10	4	11134	8100	22788	9870	8	20	26	21	9	22066	23775	19182	14	35	0,09321361	0,597536952

	425243	425983		+	-	SCO0404	2-haloalkanoic acid dehalogenase	0	0	2	3	1096	0	4308	7107	1	4	2	1	1	2095	2139	3713	1	3	0,453579134	1

426833	426833	426015	425977	-	-	SCO0405	hypothetical protein	38	43	27	18	74604	71072	58621	37259	29	73	77	41	15	63106	45969	30661	25	56	0,380525378	1

	426893	427606		+	-	SCO0406	hypothetical protein	2	1	3	2	5397	1874	6556	4205	2	6	10	1	1	8515	1470	2787	2	5	0,669642074	1

	427610	428614		+	-	SCO0407	transcriptional regulator	5	13	4	10	11241	22677	9012	20308	6	15	26	17	6	21717	19064	12182	7	17	0,790793457	1

	428615	429403	429435	+	-	SCO0408	methyltransferase	9	12	7	8	19289	19515	14994	17434	8	22	117	102	34	95937	112479	70291	50	117	2,16E-26	1,53E-24

429992	429956	429492	429475	-	-	SCO0409	spore-associated protein	147	127	17	40	286913	207191	37010	81495	131	329	68	94	79	56191	104356	161492	84	230	0,230489402	1

	431321	430071		-	-	SCO0410	hypothetical protein	0	2	9	3	1572	4352	20738	7368	2	6	10	1	2	8964	1708	4969	1	4	0,081928383	1

431327	431327	431551		+	-	SCO0411	hypothetical protein	6	7	8	3	13056	12517	17827	7870	22	56	14	15	6	12020	16769	13954	25	63	0,926676063	1

	431551	431934	432000	+	-	SCO0412	hypothetical protein	6	9	5	11	11940	15493	12310	23360	16	41	14	10	9	11854	11826	18291	14	36	0,54146689	1

432590	432564	431962	431936	-	-	SCO0413	hypothetical protein	20	14	19	26	39753	23095	41249	54293	25	65	65	46	18	53787	50630	37625	33	78	0,359619426	1

	433513	432617		-	-	SCO0414	RNA polymerase sigma factor	8	7	6	6	17532	12509	13944	12242	6	15	30	7	8	24611	8221	17178	8	18	0,68983362	1

	433615	433977		+	-	SCO0415	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	434589	433984		-	-	SCO0416	hypothetical protein	0	2	0	0	0	4714	0	0	0	1	0	0	0	669	0	1718	0	1	0,217780785	1

	435397	434651		-	-	SCO0417	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1

	435456	436103		+	-	SCO0418	DNA-binding protein	0	0	0	0	0	0	0	967	0	0	0	0	0	748	0	0	0	0	0,391900729	1

	436235	437224		+	-	SCO0419	zinc-binding oxidoreductase	2	2	1	1	5261	3555	2951	3935	1	3	4	0	1	3359	0	2315	0	1	0,026346715	1

	438287	437253		-	-	SCO0420	homoserine dehydrogenase	4	8	6	3	9183	14319	14023	8000	4	10	14	9	5	11642	10228	10446	4	10	0,625078282	1

	438988	438329		-	-	SCO0421	two-component response regulator	8	6	1	1	16920	9950	3149	2837	4	12	1	8	2	1580	9880	4336	3	7	0,112124602	1

	440190	438997		-	-	SCO0422	two-component sensor kinase	6	0	0	0	12280	1319	2089	1237	1	3	2	3	2	2386	4124	5459	1	3	0,667356737	1

	442579	440282		-	-	SCO0423	membrane transport protein	0	0	0	0	0	0	2030	437	0	0	1	0	1	1555	884	3339	0	0	0,013565702	1

	442700	443191		+	-	SCO0424	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	494	514	0	0	0	1	1

	444243	443293		-	-	SCO0425	hypothetical protein	4	2	5	5	7950	4561	11547	11554	3	9	20	20	7	16648	22448	15228	7	19	0,028540405	1

444441	444441	444671	444680	+	-	SCO0426	hypothetical protein	1	5	0	2	3426	8720	0	5451	7	19	6	7	4	5530	7768	8620	12	31	0,304771404	1

	444752	445588		+	-	SCO0427	hydrolase	7	10	4	5	14882	17247	9448	10875	6	15	29	17	9	24365	19081	19556	10	25	0,128107381	0,719108259

	445611	446144		+	-	SCO0428	tetR family transcriptional regulator	3	2	3	0	5863	3909	7190	1172	3	8	9	1	1	7854	2067	3758	3	8	0,780509778	1

	447161	446214		-	-	SCO0429	oxidoreductase	4	5	1	3	9542	8398	3426	6921	2	7	4	6	3	4074	7221	7854	2	6	0,54863666	1

447185	447185	447868	447925	+	-	SCO0430	tetR family transcriptional regulator	9	7	10	10	18930	12605	21461	21825	10	27	27	14	10	22486	16487	21275	12	29	0,826361838	1

	449218	447890		-	-	SCO0431	hypothetical protein	0	0	0	0	0	1464	505	0	0	0	0	2	2	0	3146	4363	0	1	1,38E-04	1

	449515	453252		+	-	SCO0432	peptidase	2	0	2	2	5475	1327	5575	4660	0	1	16	8	3	13567	9388	6171	1	2	0,037218054	1

	453370	454374		+	-	SCO0433	transcriptional regulator	3	3	10	7	7018	5993	21550	14466	4	12	26	17	11	21812	19539	22263	8	21	0,077539757	1

	454546	456195		+	-	SCO0434	bifunctional PTS system maltose and glucose-specific transporter subunits IICB	7	4	4	4	14396	6958	10002	9461	2	6	9	4	5	8182	4876	10891	1	4	0,283399519	1

	456192	457397		+	-	SCO0435	aminotransferase	0	0	3	1	1368	1415	7754	2530	1	2	2	0	0	2307	956	0	0	0	0,00199362	1

457484	457484	457654	457822	+	rpmF	SCO0436	50S ribosomal protein L32	1	3	8	3	3009	5647	18074	6893	18	49	5	3	3	4145	4224	7338	11	30	0,092109823	0,592327188

	458695	457670		-	-	SCO0437	hypothetical protein	7	10	11	6	14018	17721	24403	13982	6	17	14	8	3	12020	9637	6438	4	9	0,012935388	1

	459345	458695		-	-	SCO0438	pyrrolidone-carboxylate peptidase	3	6	2	1	7775	11246	4436	3144	4	10	1	1	0	1118	1702	1629	0	2	1,14E-07	1

